"","code","X.x","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg","X.y","start_time","away_team","home_team","away_team_score","home_team_score","home_team_abbv","home_city","home_state","index_team","season_end_year","lat","lng","timezone","Prev_lat","Prev_lng","Prev_timezone","Dist_Km","Dist_Mi","index.pace","index.efg","index.tov","index.orb","index.ftprb","index.ortg","index.points","opponent_team","home","date","v_minus3","v_minus7","v_minus14"
"2494","201704200IND",9241,95.3,0.569,7.4,18.6,0.23,124.8,95.3,0.484,7.8,34.7,0.232,119.6,2043,"2017-04-20 19:00:00+00:00","CLEVELAND_CAVALIERS","INDIANA_PACERS",119,114,"IND","Indianapolis","Indiana","INDIANA_PACERS",2017,39.7771,-86.1458,"America/Indiana/Indianapolis",41.4767,-81.6805,"America/New_York",421.498566868751,263.436604292969,95.3,0.484,7.8,34.7,0.232,119.6,114,"CLEVELAND_CAVALIERS","home",2017-04-20,421.498566868751,842.997133737502,4516.04966151971
"2495","201704200MEM",6509,83,0.542,12.5,30.8,0.222,113.3,83,0.565,5.5,16.7,0.234,126.6,4588,"2017-04-20 21:30:00+00:00","SAN_ANTONIO_SPURS","MEMPHIS_GRIZZLIES",94,105,"MEM","Memphis","Tennessee","SAN_ANTONIO_SPURS",2017,35.1046,-89.9773,"America/Chicago",29.4658,-98.5254,"America/Chicago",1018.50478560833,636.565491005206,83,0.542,12.5,30.8,0.222,113.3,94,"MEMPHIS_GRIZZLIES","away",2017-04-20,1018.50478560833,2766.09961895018,7354.55332418417
"2496","201704200MEM",6509,83,0.542,12.5,30.8,0.222,113.3,83,0.565,5.5,16.7,0.234,126.6,2553,"2017-04-20 21:30:00+00:00","SAN_ANTONIO_SPURS","MEMPHIS_GRIZZLIES",94,105,"MEM","Memphis","Tennessee","MEMPHIS_GRIZZLIES",2017,35.1046,-89.9773,"America/Chicago",29.4658,-98.5254,"America/Chicago",1018.50478560833,636.565491005206,83,0.565,5.5,16.7,0.234,126.6,105,"SAN_ANTONIO_SPURS","home",2017-04-20,1018.50478560833,2037.00957121666,2037.00957121666
"2497","201704200MIL",6508,89.3,0.38,15.1,21.4,0.324,86.3,89.3,0.608,13.6,8.8,0.189,116.5,2892,"2017-04-20 20:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",77,104,"MIL","Milwaukee","Wisconsin","MILWAUKEE_BUCKS",2017,43.0642,-87.9673,"America/Chicago",43.6532,-79.3832,"America/Chicago",696.761609108206,435.476005692628,89.3,0.608,13.6,8.8,0.189,116.5,104,"TORONTO_RAPTORS","home",2017-04-20,696.761609108206,1387.57445998513,5935.1867329202
"2498","201704200MIL",6508,89.3,0.38,15.1,21.4,0.324,86.3,89.3,0.608,13.6,8.8,0.189,116.5,4773,"2017-04-20 20:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",77,104,"MIL","Milwaukee","Wisconsin","TORONTO_RAPTORS",2017,43.0642,-87.9673,"America/Chicago",43.6532,-79.3832,"America/Chicago",696.761609108206,435.476005692628,89.3,0.38,15.1,21.4,0.324,86.3,77,"MILWAUKEE_BUCKS","away",2017-04-20,696.761609108206,1003.27623754349,2535.68847409879
"2499","201704210CHI",6510,91,0.576,11.9,15.9,0.058,114.3,91,0.429,15.8,33.3,0.179,95.6,783,"2017-04-21 19:00:00+00:00","BOSTON_CELTICS","CHICAGO_BULLS",104,87,"CHI","Chicago","Illinois","CHICAGO_BULLS",2017,41.8373,-87.6862,"America/Chicago",42.3188,-71.0846,"America/New_York",1369.04349710349,855.652185689681,91,0.429,15.8,33.3,0.179,95.6,87,"BOSTON_CELTICS","home",2017-04-21,1369.04349710349,2738.08699420698,4016.10010695633
"2500","201704210CHI",6510,91,0.576,11.9,15.9,0.058,114.3,91,0.429,15.8,33.3,0.179,95.6,254,"2017-04-21 19:00:00+00:00","BOSTON_CELTICS","CHICAGO_BULLS",104,87,"CHI","Chicago","Illinois","BOSTON_CELTICS",2017,41.8373,-87.6862,"America/Chicago",42.3188,-71.0846,"America/New_York",1369.04349710349,855.652185689681,91,0.576,11.9,15.9,0.058,114.3,104,"CHICAGO_BULLS","away",2017-04-21,1369.04349710349,1369.04349710349,2891.15321868364
"2501","201704210OKC",6511,95.4,0.518,11.8,26.2,0.325,118.4,95.4,0.608,10.6,22.5,0.169,120.5,1851,"2017-04-21 21:30:00+00:00","HOUSTON_ROCKETS","OKLAHOMA_CITY_THUNDER",113,115,"OKC","Oklahoma City","Oklahoma","HOUSTON_ROCKETS",2017,35.4676,-97.5137,"America/Chicago",29.7869,-95.3905,"America/Chicago",662.164489453827,413.852805908642,95.4,0.518,11.8,26.2,0.325,118.4,113,"OKLAHOMA_CITY_THUNDER","away",2017-04-21,662.164489453827,662.164489453827,6025.82416995203
"2502","201704210OKC",6511,95.4,0.518,11.8,26.2,0.325,118.4,95.4,0.608,10.6,22.5,0.169,120.5,3575,"2017-04-21 21:30:00+00:00","HOUSTON_ROCKETS","OKLAHOMA_CITY_THUNDER",113,115,"OKC","Oklahoma City","Oklahoma","OKLAHOMA_CITY_THUNDER",2017,35.4676,-97.5137,"America/Chicago",29.7869,-95.3905,"America/Chicago",662.164489453827,413.852805908642,95.4,0.608,10.6,22.5,0.169,120.5,115,"HOUSTON_ROCKETS","home",2017-04-21,662.164489453827,1324.32897890765,6528.082879979
"2503","201704210UTA",6512,87.4,0.593,8.2,27.3,0.293,127,87.4,0.623,11.9,8.6,0.29,121.2,4957,"2017-04-21 22:00:00+00:00","LOS_ANGELES_CLIPPERS","UTAH_JAZZ",111,106,"UTA","Salt Lake City","Utah","UTAH_JAZZ",2017,40.7774,-111.93,"America/Denver",34.1139,-118.4068,"America/Los_Angeles",935.300652073332,584.562907545832,87.4,0.623,11.9,8.6,0.29,121.2,106,"LOS_ANGELES_CLIPPERS","home",2017-04-21,935.300652073332,1870.60130414666,4717.23835805455
"2504","201704210UTA",6512,87.4,0.593,8.2,27.3,0.293,127,87.4,0.623,11.9,8.6,0.29,121.2,2218,"2017-04-21 22:00:00+00:00","LOS_ANGELES_CLIPPERS","UTAH_JAZZ",111,106,"UTA","Salt Lake City","Utah","LOS_ANGELES_CLIPPERS",2017,40.7774,-111.93,"America/Denver",34.1139,-118.4068,"America/Los_Angeles",935.300652073332,584.562907545832,87.4,0.593,8.2,27.3,0.293,127,111,"UTAH_JAZZ","away",2017-04-21,935.300652073332,935.300652073332,4825.78199499711
"2505","201704220ATL",6514,103.1,0.455,13.3,13.3,0.191,95.1,103.1,0.545,9.6,23.4,0.213,112.6,5143,"2017-04-22 17:30:00+00:00","WASHINGTON_WIZARDS","ATLANTA_HAWKS",98,116,"ATL","Atlanta","Georgia","WASHINGTON_WIZARDS",2017,33.7627,-84.4225,"America/New_York",38.9047,-77.0163,"America/New_York",875.243363936515,547.027102460322,103.1,0.455,13.3,13.3,0.191,95.1,98,"ATLANTA_HAWKS","away",2017-04-22,875.243363936515,2373.78860947216,5225.61881613882
"2506","201704220ATL",6514,103.1,0.455,13.3,13.3,0.191,95.1,103.1,0.545,9.6,23.4,0.213,112.6,84,"2017-04-22 17:30:00+00:00","WASHINGTON_WIZARDS","ATLANTA_HAWKS",98,116,"ATL","Atlanta","Georgia","ATLANTA_HAWKS",2017,33.7627,-84.4225,"America/New_York",38.9047,-77.0163,"America/New_York",875.243363936515,547.027102460322,103.1,0.545,9.6,23.4,0.213,112.6,116,"WASHINGTON_WIZARDS","home",2017-04-22,875.243363936515,1665.9670693333,3243.05171110138
"2507","201704220MEM",6515,93.7,0.469,7.9,15.7,0.175,104.4,93.7,0.537,19.2,21.6,0.268,106.4,2554,"2017-04-22 20:00:00+00:00","SAN_ANTONIO_SPURS","MEMPHIS_GRIZZLIES",108,110,"MEM","Memphis","Tennessee","MEMPHIS_GRIZZLIES",2017,35.1046,-89.9773,"America/Chicago",35.1046,-89.9773,"America/Chicago",0,0,93.7,0.537,19.2,21.6,0.268,106.4,110,"SAN_ANTONIO_SPURS","home",2017-04-22,1018.50478560833,2037.00957121666,2037.00957121666
"2508","201704220MEM",6515,93.7,0.469,7.9,15.7,0.175,104.4,93.7,0.537,19.2,21.6,0.268,106.4,4589,"2017-04-22 20:00:00+00:00","SAN_ANTONIO_SPURS","MEMPHIS_GRIZZLIES",108,110,"MEM","Memphis","Tennessee","SAN_ANTONIO_SPURS",2017,35.1046,-89.9773,"America/Chicago",35.1046,-89.9773,"America/Chicago",0,0,93.7,0.469,7.9,15.7,0.175,104.4,108,"MEMPHIS_GRIZZLIES","away",2017-04-22,1018.50478560833,2766.09961895018,6948.41736083664
"2509","201704220MIL",6513,94,0.444,12.1,9.8,0.2,92.6,94,0.401,18.4,26,0.136,80.9,2893,"2017-04-22 15:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",87,76,"MIL","Milwaukee","Wisconsin","MILWAUKEE_BUCKS",2017,43.0642,-87.9673,"America/Chicago",43.0642,-87.9673,"America/Chicago",0,0,94,0.401,18.4,26,0.136,80.9,76,"TORONTO_RAPTORS","home",2017-04-22,696.761609108206,1387.57445998513,4826.36953713717
"2510","201704220MIL",6513,94,0.444,12.1,9.8,0.2,92.6,94,0.401,18.4,26,0.136,80.9,4774,"2017-04-22 15:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",87,76,"MIL","Milwaukee","Wisconsin","TORONTO_RAPTORS",2017,43.0642,-87.9673,"America/Chicago",43.0642,-87.9673,"America/Chicago",0,0,94,0.444,12.1,9.8,0.2,92.6,87,"MILWAUKEE_BUCKS","away",2017-04-22,696.761609108206,1003.27623754349,2202.02292897672
"2511","201704220POR",6516,104.5,0.505,6.2,12.8,0.297,113.8,104.5,0.506,13.6,23.4,0.244,108.1,1649,"2017-04-22 22:30:00+00:00","GOLDEN_STATE_WARRIORS","PORTLAND_TRAIL_BLAZERS",119,113,"POR","Portland","Oregon","GOLDEN_STATE_WARRIORS",2017,45.5371,-122.65,"America/Los_Angeles",37.7562,-122.443,"America/Los_Angeles",865.366665338918,540.854165836824,104.5,0.505,6.2,12.8,0.297,113.8,119,"PORTLAND_TRAIL_BLAZERS","away",2017-04-22,865.366665338918,865.366665338918,1909.19055387493
"2512","201704220POR",6516,104.5,0.505,6.2,12.8,0.297,113.8,104.5,0.506,13.6,23.4,0.244,108.1,4252,"2017-04-22 22:30:00+00:00","GOLDEN_STATE_WARRIORS","PORTLAND_TRAIL_BLAZERS",119,113,"POR","Portland","Oregon","PORTLAND_TRAIL_BLAZERS",2017,45.5371,-122.65,"America/Los_Angeles",37.7562,-122.443,"America/Los_Angeles",865.366665338918,540.854165836824,104.5,0.506,13.6,23.4,0.244,108.1,113,"GOLDEN_STATE_WARRIORS","home",2017-04-22,865.366665338918,1730.73333067784,1730.73333067784
"2513","201704230CHI",6519,89.9,0.524,12.4,25.6,0.22,115.7,89.9,0.454,11.7,27.9,0.342,105.7,255,"2017-04-23 18:30:00+00:00","BOSTON_CELTICS","CHICAGO_BULLS",104,95,"CHI","Chicago","Illinois","BOSTON_CELTICS",2017,41.8373,-87.6862,"America/Chicago",41.8373,-87.6862,"America/Chicago",0,0,89.9,0.524,12.4,25.6,0.22,115.7,104,"CHICAGO_BULLS","away",2017-04-23,1369.04349710349,1369.04349710349,2524.82905540455
"2514","201704230CHI",6519,89.9,0.524,12.4,25.6,0.22,115.7,89.9,0.454,11.7,27.9,0.342,105.7,784,"2017-04-23 18:30:00+00:00","BOSTON_CELTICS","CHICAGO_BULLS",104,95,"CHI","Chicago","Illinois","CHICAGO_BULLS",2017,41.8373,-87.6862,"America/Chicago",41.8373,-87.6862,"America/Chicago",0,0,89.9,0.454,11.7,27.9,0.342,105.7,95,"BOSTON_CELTICS","home",2017-04-23,1369.04349710349,2738.08699420698,3892.89123113481
"2515","201704230IND",9242,97.1,0.461,11.3,31.3,0.256,109.2,97.1,0.523,12.8,21.4,0.114,105.1,954,"2017-04-23 13:00:00+00:00","CLEVELAND_CAVALIERS","INDIANA_PACERS",106,102,"IND","Indianapolis","Indiana","CLEVELAND_CAVALIERS",2017,39.7771,-86.1458,"America/Indiana/Indianapolis",39.7771,-86.1458,"America/Indiana/Indianapolis",0,0,97.1,0.461,11.3,31.3,0.256,109.2,106,"INDIANA_PACERS","away",2017-04-23,421.498566868751,421.498566868751,4060.22213812122
"2516","201704230IND",9242,97.1,0.461,11.3,31.3,0.256,109.2,97.1,0.523,12.8,21.4,0.114,105.1,2044,"2017-04-23 13:00:00+00:00","CLEVELAND_CAVALIERS","INDIANA_PACERS",106,102,"IND","Indianapolis","Indiana","INDIANA_PACERS",2017,39.7771,-86.1458,"America/Indiana/Indianapolis",39.7771,-86.1458,"America/Indiana/Indianapolis",0,0,97.1,0.523,12.8,21.4,0.114,105.1,102,"CLEVELAND_CAVALIERS","home",2017-04-23,421.498566868751,421.498566868751,3184.45146947857
"2517","201704230OKC",6518,102.8,0.5,16,30.2,0.329,110,102.8,0.535,14.6,23.8,0.212,106.1,3576,"2017-04-23 15:30:00+00:00","HOUSTON_ROCKETS","OKLAHOMA_CITY_THUNDER",113,109,"OKC","Oklahoma City","Oklahoma","OKLAHOMA_CITY_THUNDER",2017,35.4676,-97.5137,"America/Chicago",35.4676,-97.5137,"America/Chicago",0,0,102.8,0.535,14.6,23.8,0.212,106.1,109,"HOUSTON_ROCKETS","home",2017-04-23,662.164489453827,1324.32897890765,4494.90799268356
"2518","201704230OKC",6518,102.8,0.5,16,30.2,0.329,110,102.8,0.535,14.6,23.8,0.212,106.1,1852,"2017-04-23 15:30:00+00:00","HOUSTON_ROCKETS","OKLAHOMA_CITY_THUNDER",113,109,"OKC","Oklahoma City","Oklahoma","HOUSTON_ROCKETS",2017,35.4676,-97.5137,"America/Chicago",35.4676,-97.5137,"America/Chicago",0,0,102.8,0.5,16,30.2,0.329,110,113,"OKLAHOMA_CITY_THUNDER","away",2017-04-23,662.164489453827,662.164489453827,6025.82416995203
"2519","201704230UTA",6520,87.7,0.513,9.3,14.6,0.28,111.7,87.7,0.608,12.6,21.9,0.203,119.7,2219,"2017-04-23 21:00:00+00:00","LOS_ANGELES_CLIPPERS","UTAH_JAZZ",98,105,"UTA","Salt Lake City","Utah","LOS_ANGELES_CLIPPERS",2017,40.7774,-111.93,"America/Denver",40.7774,-111.93,"America/Denver",0,0,87.7,0.513,9.3,14.6,0.28,111.7,98,"UTAH_JAZZ","away",2017-04-23,935.300652073332,935.300652073332,2880.54132353522
"2520","201704230UTA",6520,87.7,0.513,9.3,14.6,0.28,111.7,87.7,0.608,12.6,21.9,0.203,119.7,4958,"2017-04-23 21:00:00+00:00","LOS_ANGELES_CLIPPERS","UTAH_JAZZ",98,105,"UTA","Salt Lake City","Utah","UTAH_JAZZ",2017,40.7774,-111.93,"America/Denver",40.7774,-111.93,"America/Denver",0,0,87.7,0.608,12.6,21.9,0.203,119.7,105,"LOS_ANGELES_CLIPPERS","home",2017-04-23,935.300652073332,935.300652073332,3700.57450394322
"2521","201704240ATL",6522,98.4,0.488,12.8,19.6,0.212,102.6,98.4,0.511,10.6,24.5,0.211,112.8,5144,"2017-04-24 20:00:00+00:00","WASHINGTON_WIZARDS","ATLANTA_HAWKS",101,111,"ATL","Atlanta","Georgia","WASHINGTON_WIZARDS",2017,33.7627,-84.4225,"America/New_York",33.7627,-84.4225,"America/New_York",0,0,98.4,0.488,12.8,19.6,0.212,102.6,101,"ATLANTA_HAWKS","away",2017-04-24,875.243363936515,875.243363936515,4891.81768613029
"2522","201704240ATL",6522,98.4,0.488,12.8,19.6,0.212,102.6,98.4,0.511,10.6,24.5,0.211,112.8,85,"2017-04-24 20:00:00+00:00","WASHINGTON_WIZARDS","ATLANTA_HAWKS",101,111,"ATL","Atlanta","Georgia","ATLANTA_HAWKS",2017,33.7627,-84.4225,"America/New_York",33.7627,-84.4225,"America/New_York",0,0,98.4,0.511,10.6,24.5,0.211,112.8,111,"WASHINGTON_WIZARDS","home",2017-04-24,875.243363936515,875.243363936515,2352.08475736977
"2523","201704240POR",6523,99.6,0.634,9.3,15.8,0.221,128.5,99.6,0.465,10.1,15.2,0.282,103.4,4253,"2017-04-24 22:30:00+00:00","GOLDEN_STATE_WARRIORS","PORTLAND_TRAIL_BLAZERS",128,103,"POR","Portland","Oregon","PORTLAND_TRAIL_BLAZERS",2017,45.5371,-122.65,"America/Los_Angeles",45.5371,-122.65,"America/Los_Angeles",0,0,99.6,0.465,10.1,15.2,0.282,103.4,103,"GOLDEN_STATE_WARRIORS","home",2017-04-24,865.366665338918,865.366665338918,1730.73333067784
"2524","201704240POR",6523,99.6,0.634,9.3,15.8,0.221,128.5,99.6,0.465,10.1,15.2,0.282,103.4,1650,"2017-04-24 22:30:00+00:00","GOLDEN_STATE_WARRIORS","PORTLAND_TRAIL_BLAZERS",128,103,"POR","Portland","Oregon","GOLDEN_STATE_WARRIORS",2017,45.5371,-122.65,"America/Los_Angeles",45.5371,-122.65,"America/Los_Angeles",0,0,99.6,0.634,9.3,15.8,0.221,128.5,128,"PORTLAND_TRAIL_BLAZERS","away",2017-04-24,865.366665338918,865.366665338918,865.366665338918
"2525","201704240TOR",6521,91.8,0.582,16.1,2.8,0.224,101.3,91.8,0.662,17.1,19.2,0.338,128.5,2894,"2017-04-24 19:00:00+00:00","MILWAUKEE_BUCKS","TORONTO_RAPTORS",93,118,"TOR","Toronto","Canada","MILWAUKEE_BUCKS",2017,43.6532,-79.3832,"Canada/Toronto",43.0642,-87.9673,"America/Chicago",696.761609108206,435.476005692628,91.8,0.582,16.1,2.8,0.224,101.3,93,"TORONTO_RAPTORS","away",2017-04-24,696.761609108206,1393.52321821641,4583.90606354006
"2526","201704240TOR",6521,91.8,0.582,16.1,2.8,0.224,101.3,91.8,0.662,17.1,19.2,0.338,128.5,4775,"2017-04-24 19:00:00+00:00","MILWAUKEE_BUCKS","TORONTO_RAPTORS",93,118,"TOR","Toronto","Canada","TORONTO_RAPTORS",2017,43.6532,-79.3832,"Canada/Toronto",43.0642,-87.9673,"America/Chicago",696.761609108206,435.476005692628,91.8,0.662,17.1,19.2,0.338,128.5,118,"MILWAUKEE_BUCKS","home",2017-04-24,696.761609108206,1393.52321821641,2350.50211793667
"2527","201704250HOU",6524,96.4,0.44,11.1,32.7,0.209,102.7,96.4,0.439,10.8,24.4,0.402,108.9,3577,"2017-04-25 20:00:00+00:00","OKLAHOMA_CITY_THUNDER","HOUSTON_ROCKETS",99,105,"HOU","Houston","Texas","OKLAHOMA_CITY_THUNDER",2017,29.7869,-95.3905,"America/Chicago",35.4676,-97.5137,"America/Chicago",662.164489453827,413.852805908642,96.4,0.44,11.1,32.7,0.209,102.7,99,"HOUSTON_ROCKETS","away",2017-04-25,662.164489453827,1324.32897890765,4215.59715605137
"2528","201704250HOU",6524,96.4,0.44,11.1,32.7,0.209,102.7,96.4,0.439,10.8,24.4,0.402,108.9,1853,"2017-04-25 20:00:00+00:00","OKLAHOMA_CITY_THUNDER","HOUSTON_ROCKETS",99,105,"HOU","Houston","Texas","HOUSTON_ROCKETS",2017,29.7869,-95.3905,"America/Chicago",35.4676,-97.5137,"America/Chicago",662.164489453827,413.852805908642,96.4,0.439,10.8,24.4,0.402,108.9,105,"OKLAHOMA_CITY_THUNDER","home",2017-04-25,662.164489453827,1324.32897890765,3543.43762307588
"2529","201704250LAC",6526,90.3,0.512,12,18.4,0.16,106.3,90.3,0.493,13.7,7.7,0.348,101.9,4959,"2017-04-25 22:30:00+00:00","UTAH_JAZZ","LOS_ANGELES_CLIPPERS",96,92,"LAC","Los Angeles","California","UTAH_JAZZ",2017,34.1139,-118.4068,"America/Los_Angeles",40.7774,-111.93,"America/Denver",935.300652073332,584.562907545832,90.3,0.512,12,18.4,0.16,106.3,96,"LOS_ANGELES_CLIPPERS","away",2017-04-25,935.300652073332,1870.60130414666,3770.50849067763
"2530","201704250LAC",6526,90.3,0.512,12,18.4,0.16,106.3,90.3,0.493,13.7,7.7,0.348,101.9,2220,"2017-04-25 22:30:00+00:00","UTAH_JAZZ","LOS_ANGELES_CLIPPERS",96,92,"LAC","Los Angeles","California","LOS_ANGELES_CLIPPERS",2017,34.1139,-118.4068,"America/Los_Angeles",40.7774,-111.93,"America/Denver",935.300652073332,584.562907545832,90.3,0.493,13.7,7.7,0.348,101.9,92,"UTAH_JAZZ","home",2017-04-25,935.300652073332,1870.60130414666,1870.60130414666
"2531","201704250SAS",6525,82,0.576,9.9,25,0.278,125.7,82,0.613,7.2,30.3,0.225,141.5,4590,"2017-04-25 21:00:00+00:00","MEMPHIS_GRIZZLIES","SAN_ANTONIO_SPURS",103,116,"SAS","San Antonio","Texas","SAN_ANTONIO_SPURS",2017,29.4658,-98.5254,"America/Chicago",35.1046,-89.9773,"America/Chicago",1018.50478560833,636.565491005206,82,0.613,7.2,30.3,0.225,141.5,116,"MEMPHIS_GRIZZLIES","home",2017-04-25,1018.50478560833,2037.00957121666,4801.26825866985
"2532","201704250SAS",6525,82,0.576,9.9,25,0.278,125.7,82,0.613,7.2,30.3,0.225,141.5,2555,"2017-04-25 21:00:00+00:00","MEMPHIS_GRIZZLIES","SAN_ANTONIO_SPURS",103,116,"SAS","San Antonio","Texas","MEMPHIS_GRIZZLIES",2017,29.4658,-98.5254,"America/Chicago",35.1046,-89.9773,"America/Chicago",1018.50478560833,636.565491005206,82,0.576,9.9,25,0.278,125.7,103,"SAN_ANTONIO_SPURS","away",2017-04-25,1018.50478560833,2037.00957121666,3055.51435682499
"2533","201704260BOS",6528,92.4,0.561,16.4,14.3,0.189,105,92.4,0.483,5.8,17.8,0.261,116.9,785,"2017-04-26 20:30:00+00:00","CHICAGO_BULLS","BOSTON_CELTICS",97,108,"BOS","Boston","Massachusetts","CHICAGO_BULLS",2017,42.3188,-71.0846,"America/New_York",41.8373,-87.6862,"America/Chicago",1369.04349710349,855.652185689681,92.4,0.561,16.4,14.3,0.189,105,97,"BOSTON_CELTICS","away",2017-04-26,1369.04349710349,2738.08699420698,4107.13049131047
"2534","201704260BOS",6528,92.4,0.561,16.4,14.3,0.189,105,92.4,0.483,5.8,17.8,0.261,116.9,256,"2017-04-26 20:30:00+00:00","CHICAGO_BULLS","BOSTON_CELTICS",97,108,"BOS","Boston","Massachusetts","BOSTON_CELTICS",2017,42.3188,-71.0846,"America/New_York",41.8373,-87.6862,"America/Chicago",1369.04349710349,855.652185689681,92.4,0.483,5.8,17.8,0.261,116.9,108,"CHICAGO_BULLS","home",2017-04-26,1369.04349710349,2738.08699420698,2738.08699420698
"2535","201704260WAS",6527,93,0.457,9.7,25,0.151,106.5,93,0.494,6,22,0.268,110.8,5145,"2017-04-26 18:00:00+00:00","ATLANTA_HAWKS","WASHINGTON_WIZARDS",99,103,"WAS","Washington","District of Columbia","WASHINGTON_WIZARDS",2017,38.9047,-77.0163,"America/New_York",33.7627,-84.4225,"America/New_York",875.243363936515,547.027102460322,93,0.494,6,22,0.268,110.8,103,"ATLANTA_HAWKS","home",2017-04-26,875.243363936515,1750.48672787303,5124.46106374244
"2536","201704260WAS",6527,93,0.457,9.7,25,0.151,106.5,93,0.494,6,22,0.268,110.8,86,"2017-04-26 18:00:00+00:00","ATLANTA_HAWKS","WASHINGTON_WIZARDS",99,103,"WAS","Washington","District of Columbia","ATLANTA_HAWKS",2017,38.9047,-77.0163,"America/New_York",33.7627,-84.4225,"America/New_York",875.243363936515,547.027102460322,93,0.457,9.7,25,0.151,106.5,99,"WASHINGTON_WIZARDS","away",2017-04-26,875.243363936515,1750.48672787303,3227.32812130629
"2537","201704270MEM",6530,82.1,0.526,12,43.2,0.286,125.5,82.1,0.535,11.9,18.9,0.282,116.9,4591,"2017-04-27 21:30:00+00:00","SAN_ANTONIO_SPURS","MEMPHIS_GRIZZLIES",103,96,"MEM","Memphis","Tennessee","SAN_ANTONIO_SPURS",2017,35.1046,-89.9773,"America/Chicago",29.4658,-98.5254,"America/Chicago",1018.50478560833,636.565491005206,82.1,0.526,12,43.2,0.286,125.5,103,"MEMPHIS_GRIZZLIES","away",2017-04-27,2037.00957121666,3055.51435682499,4803.10919016684
"2538","201704270MEM",6530,82.1,0.526,12,43.2,0.286,125.5,82.1,0.535,11.9,18.9,0.282,116.9,2556,"2017-04-27 21:30:00+00:00","SAN_ANTONIO_SPURS","MEMPHIS_GRIZZLIES",103,96,"MEM","Memphis","Tennessee","MEMPHIS_GRIZZLIES",2017,35.1046,-89.9773,"America/Chicago",29.4658,-98.5254,"America/Chicago",1018.50478560833,636.565491005206,82.1,0.535,11.9,18.9,0.282,116.9,96,"SAN_ANTONIO_SPURS","home",2017-04-27,2037.00957121666,3055.51435682499,4074.01914243332
"2539","201704270MIL",6529,84.8,0.521,14.9,29.7,0.271,108.5,84.8,0.473,13.8,25.6,0.24,105,4776,"2017-04-27 19:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",92,89,"MIL","Milwaukee","Wisconsin","TORONTO_RAPTORS",2017,43.0642,-87.9673,"America/Chicago",43.6532,-79.3832,"America/Chicago",696.761609108206,435.476005692628,84.8,0.521,14.9,29.7,0.271,108.5,92,"MILWAUKEE_BUCKS","away",2017-04-27,1393.52321821641,2090.28482732462,2396.7994557599
"2540","201704270MIL",6529,84.8,0.521,14.9,29.7,0.271,108.5,84.8,0.473,13.8,25.6,0.24,105,2895,"2017-04-27 19:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",92,89,"MIL","Milwaukee","Wisconsin","MILWAUKEE_BUCKS",2017,43.0642,-87.9673,"America/Chicago",43.6532,-79.3832,"America/Chicago",696.761609108206,435.476005692628,84.8,0.473,13.8,25.6,0.24,105,89,"TORONTO_RAPTORS","home",2017-04-27,1393.52321821641,2090.28482732462,2781.09767820154
"2541","201704280ATL",6531,94.3,0.603,15.2,25,0.269,122,94.3,0.532,20.3,30.6,0.205,105,5146,"2017-04-28 19:30:00+00:00","WASHINGTON_WIZARDS","ATLANTA_HAWKS",115,99,"ATL","Atlanta","Georgia","WASHINGTON_WIZARDS",2017,33.7627,-84.4225,"America/New_York",38.9047,-77.0163,"America/New_York",875.243363936515,547.027102460322,94.3,0.603,15.2,25,0.269,122,115,"ATLANTA_HAWKS","away",2017-04-28,1750.48672787303,2625.73009180954,4124.27533734519
"2542","201704280ATL",6531,94.3,0.603,15.2,25,0.269,122,94.3,0.532,20.3,30.6,0.205,105,87,"2017-04-28 19:30:00+00:00","WASHINGTON_WIZARDS","ATLANTA_HAWKS",115,99,"ATL","Atlanta","Georgia","ATLANTA_HAWKS",2017,33.7627,-84.4225,"America/New_York",38.9047,-77.0163,"America/New_York",875.243363936515,547.027102460322,94.3,0.532,20.3,30.6,0.205,105,99,"WASHINGTON_WIZARDS","home",2017-04-28,1750.48672787303,2625.73009180954,3416.45379720633
"2543","201704280CHI",6532,88.6,0.588,9.3,17.1,0.138,118.5,88.6,0.42,12.8,23.4,0.185,93.7,786,"2017-04-28 20:00:00+00:00","BOSTON_CELTICS","CHICAGO_BULLS",105,83,"CHI","Chicago","Illinois","CHICAGO_BULLS",2017,41.8373,-87.6862,"America/Chicago",42.3188,-71.0846,"America/New_York",1369.04349710349,855.652185689681,88.6,0.42,12.8,23.4,0.185,93.7,83,"BOSTON_CELTICS","home",2017-04-28,2738.08699420698,4107.13049131047,5476.17398841396
