"","code","X.x","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg","X.y","start_time","away_team","home_team","away_team_score","home_team_score","home_team_abbv","home_city","home_state","index_team","season_end_year","lat","lng","timezone","Prev_lat","Prev_lng","Prev_timezone","Dist_Km","Dist_Mi","index.pace","index.efg","index.tov","index.orb","index.ftprb","index.ortg","index.points","opponent_team","home","date","v_minus3","v_minus7","v_minus14"
"438","201611230IND",5474,97.6,0.453,18.2,36.2,0.224,98.3,97.6,0.446,16.6,15.2,0.119,87,14,"2016-11-23 20:00:00+00:00","ATLANTA_HAWKS","INDIANA_PACERS",96,85,"IND","Indianapolis","Indiana","ATLANTA_HAWKS",2017,39.7771,-86.1458,"America/Indiana/Indianapolis",33.7627,-84.4225,"America/New_York",686.117688036472,428.823555022795,97.6,0.453,18.2,36.2,0.224,98.3,96,"INDIANA_PACERS","away",2016-11-23,2758.34974834709,4111.59837834778,5989.48979880099
"439","201611230NOP",5482,105.9,0.401,14.5,16.3,0.314,90.7,105.9,0.596,15.4,10.8,0.217,110.5,2998,"2016-11-23 22:30:00+00:00","MINNESOTA_TIMBERWOLVES","NEW_ORLEANS_PELICANS",96,117,"NOP","New Orleans","Louisiana","MINNESOTA_TIMBERWOLVES",2017,30.0687,-89.9288,"America/Chicago",44.9635,-93.2678,"America/Chicago",1681.79795495389,1051.12372184618,105.9,0.401,14.5,16.3,0.314,90.7,96,"NEW_ORLEANS_PELICANS","away",2016-11-23,2813.01554306035,3944.23313116681,7569.96767799034
"440","201611230NOP",5482,105.9,0.401,14.5,16.3,0.314,90.7,105.9,0.596,15.4,10.8,0.217,110.5,3169,"2016-11-23 22:30:00+00:00","MINNESOTA_TIMBERWOLVES","NEW_ORLEANS_PELICANS",96,117,"NOP","New Orleans","Louisiana","NEW_ORLEANS_PELICANS",2017,30.0687,-89.9288,"America/Chicago",33.7627,-84.4225,"America/New_York",662.238865279441,413.899290799651,105.9,0.596,15.4,10.8,0.217,110.5,117,"MINNESOTA_TIMBERWOLVES","home",2016-11-23,1324.47773055888,3027.92331858017,7327.16673243387
"441","201611230ORL",5475,94.7,0.514,17.1,15.4,0.233,97.1,94.7,0.401,9.8,22.4,0.154,91.8,4019,"2016-11-23 20:00:00+00:00","PHOENIX_SUNS","ORLANDO_MAGIC",92,87,"ORL","Orlando","Florida","PHOENIX_SUNS",2017,28.4772,-81.3369,"America/New_York",38.9047,-77.0163,"America/New_York",1226.02643669001,766.266522931257,94.7,0.514,17.1,15.4,0.233,97.1,92,"ORLANDO_MAGIC","away",2016-11-23,1428.90056946918,5502.89914231837,8152.89927819581
"442","201611230ORL",5475,94.7,0.514,17.1,15.4,0.233,97.1,94.7,0.401,9.8,22.4,0.154,91.8,3680,"2016-11-23 20:00:00+00:00","PHOENIX_SUNS","ORLANDO_MAGIC",92,87,"ORL","Orlando","Florida","ORLANDO_MAGIC",2017,28.4772,-81.3369,"America/New_York",43.0642,-87.9673,"America/Chicago",1727.31574496257,1079.57234060161,94.7,0.401,9.8,22.4,0.154,91.8,87,"PHOENIX_SUNS","home",2016-11-23,3454.63148992514,4786.22968196629,9196.97444415838
"443","201611230PHI",5476,95.4,0.434,12,15.8,0.182,90.3,95.4,0.441,20.1,17.8,0.183,85.9,3844,"2016-11-23 20:00:00+00:00","MEMPHIS_GRIZZLIES","PHILADELPHIA_76ERS",104,99,"PHI","Philadelphia","Pennsylvania","PHILADELPHIA_76ERS",2017,40.0077,-75.1339,"America/New_York",40.0077,-75.1339,"America/New_York",0,0,95.4,0.441,20.1,17.8,0.183,85.9,99,"MEMPHIS_GRIZZLIES","home",2016-11-23,0,5324.34803239695,9407.20433626591
"444","201611230PHI",5476,95.4,0.434,12,15.8,0.182,90.3,95.4,0.441,20.1,17.8,0.183,85.9,2483,"2016-11-23 20:00:00+00:00","MEMPHIS_GRIZZLIES","PHILADELPHIA_76ERS",104,99,"PHI","Philadelphia","Pennsylvania","MEMPHIS_GRIZZLIES",2017,40.0077,-75.1339,"America/New_York",35.2079,-80.8304,"America/New_York",732.234492528798,457.646557830499,95.4,0.434,12,15.8,0.182,90.3,104,"PHILADELPHIA_76ERS","away",2016-11-23,1563.57673924089,5184.84049710503,8078.60378383108
"445","201611230SAC",5484,96.4,0.467,8.8,12.5,0.395,104.8,96.4,0.532,9.8,25,0.17,120.4,3506,"2016-11-23 23:30:00+00:00","OKLAHOMA_CITY_THUNDER","SACRAMENTO_KINGS",101,116,"SAC","Sacramento","California","OKLAHOMA_CITY_THUNDER",2017,38.5667,-121.4683,"America/Los_Angeles",34.1139,-118.4068,"America/Los_Angeles",565.898142117375,353.686338823359,96.4,0.467,8.8,12.5,0.395,104.8,101,"SACRAMENTO_KINGS","away",2016-11-23,2476.17159172929,3937.91396245892,5399.65633318854
"446","201611230SAC",5484,96.4,0.467,8.8,12.5,0.395,104.8,96.4,0.532,9.8,25,0.17,120.4,4354,"2016-11-23 23:30:00+00:00","OKLAHOMA_CITY_THUNDER","SACRAMENTO_KINGS",101,116,"SAC","Sacramento","California","SACRAMENTO_KINGS",2017,38.5667,-121.4683,"America/Los_Angeles",38.5667,-121.4683,"America/Los_Angeles",0,0,96.4,0.532,9.8,25,0.17,120.4,116,"OKLAHOMA_CITY_THUNDER","home",2016-11-23,0,781.164145679625,1562.32829135925
"447","201611230UTA",5481,98.3,0.369,9,23,0.205,84.4,98.3,0.544,13.1,10.3,0.278,109.8,1251,"2016-11-23 22:00:00+00:00","DENVER_NUGGETS","UTAH_JAZZ",83,108,"UTA","Salt Lake City","Utah","DENVER_NUGGETS",2017,40.7774,-111.93,"America/Denver",39.7621,-104.8759,"America/Denver",608.865088589877,380.540680368673,98.3,0.369,9,23,0.205,84.4,83,"UTAH_JAZZ","away",2016-11-23,608.865088589877,2193.57991077621,5189.83757073127
"448","201611230UTA",5481,98.3,0.369,9,23,0.205,84.4,98.3,0.544,13.1,10.3,0.278,109.8,4888,"2016-11-23 22:00:00+00:00","DENVER_NUGGETS","UTAH_JAZZ",83,108,"UTA","Salt Lake City","Utah","UTAH_JAZZ",2017,40.7774,-111.93,"America/Denver",39.7621,-104.8759,"America/Denver",608.865088589877,380.540680368673,98.3,0.544,13.1,10.3,0.278,109.8,108,"DENVER_NUGGETS","home",2016-11-23,2014.45214971815,3944.42699113821,9127.56099939178
"449","201611250BOS",5485,93.3,0.537,14.8,31.7,0.272,116.9,93.3,0.527,9.5,20,0.077,110.4,185,"2016-11-25 14:00:00+00:00","SAN_ANTONIO_SPURS","BOSTON_CELTICS",109,103,"BOS","Boston","Massachusetts","BOSTON_CELTICS",2017,42.3188,-71.0846,"America/New_York",40.6501,-73.9496,"America/New_York",302.269005944569,188.918128715356,93.3,0.527,9.5,20,0.077,110.4,103,"SAN_ANTONIO_SPURS","home",2016-11-25,1944.98974611,3797.48346694171,9013.66891400986
"450","201611250BOS",5485,93.3,0.537,14.8,31.7,0.272,116.9,93.3,0.527,9.5,20,0.077,110.4,4519,"2016-11-25 14:00:00+00:00","SAN_ANTONIO_SPURS","BOSTON_CELTICS",109,103,"BOS","Boston","Massachusetts","SAN_ANTONIO_SPURS",2017,42.3188,-71.0846,"America/New_York",35.2079,-80.8304,"America/New_York",1155.78555830106,722.36597393816,93.3,0.537,14.8,31.7,0.272,116.9,109,"BOSTON_CELTICS","away",2016-11-25,2933.42593798304,5444.5647515623,8390.21976282909
"451","201611250CLE",5487,96.7,0.451,11.9,22.4,0.088,93,96.7,0.624,12.8,24.3,0.259,132.3,1087,"2016-11-25 20:30:00+00:00","DALLAS_MAVERICKS","CLEVELAND_CAVALIERS",90,128,"CLE","Cleveland","Ohio","DALLAS_MAVERICKS",2017,41.4767,-81.6805,"America/New_York",32.7936,-96.7662,"America/Chicago",1645.43523653654,1028.39702283533,96.7,0.451,11.9,22.4,0.088,93,90,"CLEVELAND_CAVALIERS","away",2016-11-25,2051.57119988406,7762.55334889675,12190.3371663243
"452","201611250CLE",5487,96.7,0.451,11.9,22.4,0.088,93,96.7,0.624,12.8,24.3,0.259,132.3,882,"2016-11-25 20:30:00+00:00","DALLAS_MAVERICKS","CLEVELAND_CAVALIERS",90,128,"CLE","Cleveland","Ohio","CLEVELAND_CAVALIERS",2017,41.4767,-81.6805,"America/New_York",41.4767,-81.6805,"America/New_York",0,0,96.7,0.624,12.8,24.3,0.259,132.3,128,"DALLAS_MAVERICKS","home",2016-11-25,0,421.498566868751,1820.00605940023
"453","201611250DEN",5495,101.2,0.568,9.9,15.2,0.24,118.1,101.2,0.535,12.4,28.3,0.208,115.4,1252,"2016-11-25 22:00:00+00:00","OKLAHOMA_CITY_THUNDER","DENVER_NUGGETS",132,129,"DEN","Denver","Colorado","DENVER_NUGGETS",2017,39.7621,-104.8759,"America/Denver",40.7774,-111.93,"America/Denver",608.865088589877,380.540680368673,101.2,0.535,12.4,28.3,0.208,115.4,129,"OKLAHOMA_CITY_THUNDER","home",2016-11-25,1217.73017717975,1217.73017717975,4387.15982155243
"454","201611250DEN",5495,101.2,0.568,9.9,15.2,0.24,118.1,101.2,0.535,12.4,28.3,0.208,115.4,3507,"2016-11-25 22:00:00+00:00","OKLAHOMA_CITY_THUNDER","DENVER_NUGGETS",132,129,"DEN","Denver","Colorado","OKLAHOMA_CITY_THUNDER",2017,39.7621,-104.8759,"America/Denver",38.5667,-121.4683,"America/Los_Angeles",1434.58026956414,896.612668477589,101.2,0.568,9.9,15.2,0.24,118.1,132,"DENVER_NUGGETS","away",2016-11-25,3910.75186129343,3910.75186129343,6834.23660275268
"455","201611250DET",5488,91.2,0.527,14.2,15.4,0.274,106.3,91.2,0.572,9.7,25,0.056,118.4,1417,"2016-11-25 20:30:00+00:00","LOS_ANGELES_CLIPPERS","DETROIT_PISTONS",97,108,"DET","Detroit","Michigan","DETROIT_PISTONS",2017,42.3834,-83.1024,"America/Detroit",42.3834,-83.1024,"America/Detroit",0,0,91.2,0.572,9.7,25,0.056,118.4,108,"LOS_ANGELES_CLIPPERS","home",2016-11-25,0,805.381650843648,6074.58542048828
"456","201611250DET",5488,91.2,0.527,14.2,15.4,0.274,106.3,91.2,0.572,9.7,25,0.056,118.4,2150,"2016-11-25 20:30:00+00:00","LOS_ANGELES_CLIPPERS","DETROIT_PISTONS",97,108,"DET","Detroit","Michigan","LOS_ANGELES_CLIPPERS",2017,42.3834,-83.1024,"America/Detroit",32.7936,-96.7662,"America/Chicago",1604.55070838061,1002.84419273788,91.2,0.527,14.2,15.4,0.274,106.3,97,"DETROIT_PISTONS","away",2016-11-25,3613.82919809056,4745.62548232531,10226.7831663864
"457","201611250IND",5491,98,0.525,17.6,19.1,0.177,99,98,0.615,13,23.7,0.126,120.5,385,"2016-11-25 21:00:00+00:00","BROOKLYN_NETS","INDIANA_PACERS",97,118,"IND","Indianapolis","Indiana","BROOKLYN_NETS",2017,39.7771,-86.1458,"America/Indiana/Indianapolis",40.6501,-73.9496,"America/New_York",1039.31321959665,649.570762247909,98,0.525,17.6,19.1,0.177,99,97,"INDIANA_PACERS","away",2016-11-25,1039.31321959665,5084.34701749619,9113.54167377717
"458","201611250IND",5491,98,0.525,17.6,19.1,0.177,99,98,0.615,13,23.7,0.126,120.5,1975,"2016-11-25 21:00:00+00:00","BROOKLYN_NETS","INDIANA_PACERS",97,118,"IND","Indianapolis","Indiana","INDIANA_PACERS",2017,39.7771,-86.1458,"America/Indiana/Indianapolis",39.7771,-86.1458,"America/Indiana/Indianapolis",0,0,98,0.615,13,23.7,0.126,120.5,118,"BROOKLYN_NETS","home",2016-11-25,0,2217.63439156606,4096.08455697668
"459","201611250LAL",5498,101.5,0.584,15.8,11.4,0.145,107.4,101.5,0.383,15.2,25.9,0.178,83.7,2321,"2016-11-25 23:30:00+00:00","GOLDEN_STATE_WARRIORS","LOS_ANGELES_LAKERS",109,85,"LAL","Los Angeles","California","LOS_ANGELES_LAKERS",2017,34.1139,-118.4068,"America/Los_Angeles",37.7562,-122.443,"America/Los_Angeles",544.010949979617,340.00684373726,101.5,0.383,15.2,25.9,0.178,83.7,85,"GOLDEN_STATE_WARRIORS","home",2016-11-25,1088.02189995923,1088.02189995923,8254.79106149026
"460","201611250LAL",5498,101.5,0.584,15.8,11.4,0.145,107.4,101.5,0.383,15.2,25.9,0.178,83.7,1580,"2016-11-25 23:30:00+00:00","GOLDEN_STATE_WARRIORS","LOS_ANGELES_LAKERS",109,85,"LAL","Los Angeles","California","GOLDEN_STATE_WARRIORS",2017,34.1139,-118.4068,"America/Los_Angeles",37.7562,-122.443,"America/Los_Angeles",544.010949979617,340.00684373726,101.5,0.584,15.8,11.4,0.145,107.4,109,"LOS_ANGELES_LAKERS","away",2016-11-25,3677.42444322383,6143.99261481426,11327.4102315505
"461","201611250MEM",5492,88.9,0.459,7.9,22.2,0.141,101.2,88.9,0.378,15.6,32,0.232,91.1,2484,"2016-11-25 21:00:00+00:00","MIAMI_HEAT","MEMPHIS_GRIZZLIES",90,81,"MEM","Memphis","Tennessee","MEMPHIS_GRIZZLIES",2017,35.1046,-89.9773,"America/Chicago",40.0077,-75.1339,"America/New_York",1415.21094147243,884.506838420268,88.9,0.378,15.6,32,0.232,91.1,81,"MIAMI_HEAT","home",2016-11-25,2147.44543400123,5664.75078650413,9493.81472530351
"462","201611250MEM",5492,88.9,0.459,7.9,22.2,0.141,101.2,88.9,0.378,15.6,32,0.232,91.1,2653,"2016-11-25 21:00:00+00:00","MIAMI_HEAT","MEMPHIS_GRIZZLIES",90,81,"MEM","Memphis","Tennessee","MIAMI_HEAT",2017,35.1046,-89.9773,"America/Chicago",42.3834,-83.1024,"America/Detroit",1004.48978810736,627.806117567098,88.9,0.459,7.9,22.2,0.141,101.2,90,"MEMPHIS_GRIZZLIES","away",2016-11-25,1721.2799698537,3422.69934816852,7133.54586364093
"463","201611250MIL",5493,86.2,0.549,9.1,26.2,0.183,121.8,86.2,0.582,11.5,20.6,0.089,114.8,4704,"2016-11-25 21:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",105,99,"MIL","Milwaukee","Wisconsin","TORONTO_RAPTORS",2017,43.0642,-87.9673,"America/Chicago",29.7869,-95.3905,"America/Chicago",1617.20032321636,1010.75020201022,86.2,0.549,9.1,26.2,0.183,121.8,105,"MILWAUKEE_BUCKS","away",2016-11-25,3836.30896738458,7987.77983300234,11059.8121456484
"464","201611250MIL",5493,86.2,0.549,9.1,26.2,0.183,121.8,86.2,0.582,11.5,20.6,0.089,114.8,2821,"2016-11-25 21:00:00+00:00","TORONTO_RAPTORS","MILWAUKEE_BUCKS",105,99,"MIL","Milwaukee","Wisconsin","MILWAUKEE_BUCKS",2017,43.0642,-87.9673,"America/Chicago",43.0642,-87.9673,"America/Chicago",0,0,86.2,0.582,11.5,20.6,0.089,114.8,99,"TORONTO_RAPTORS","home",2016-11-25,0,2057.88989472412,4123.93568093774
"465","201611250NYK",5489,95.1,0.505,11,19.2,0.183,105.7,95.1,0.521,13.5,26.5,0.124,107.6,3341,"2016-11-25 20:30:00+00:00","CHARLOTTE_HORNETS","NEW_YORK_KNICKS",111,113,"NYK","Manhattan","New York","NEW_YORK_KNICKS",2017,40.7834,-73.9662,"America/New_York",40.7834,-73.9662,"America/New_York",0,0,95.1,0.521,13.5,26.5,0.124,107.6,113,"CHARLOTTE_HORNETS","home",2016-11-25,0,333.801130008524,2201.02871482896
"466","201611250NYK",5489,95.1,0.505,11,19.2,0.183,105.7,95.1,0.521,13.5,26.5,0.124,107.6,549,"2016-11-25 20:30:00+00:00","CHARLOTTE_HORNETS","NEW_YORK_KNICKS",111,113,"NYK","Manhattan","New York","CHARLOTTE_HORNETS",2017,40.7834,-73.9662,"America/New_York",35.2079,-80.8304,"America/New_York",863.240540004241,539.525337502651,95.1,0.505,11,19.2,0.183,105.7,111,"NEW_YORK_KNICKS","away",2016-11-25,863.240540004241,4425.39185470483,6141.01708457019
"467","201611250ORL",5486,93.1,0.489,10.6,16.7,0.091,101,93.1,0.481,17.6,31.8,0.175,97.8,3681,"2016-11-25 20:00:00+00:00","WASHINGTON_WIZARDS","ORLANDO_MAGIC",94,91,"ORL","Orlando","Florida","ORLANDO_MAGIC",2017,28.4772,-81.3369,"America/New_York",28.4772,-81.3369,"America/New_York",0,0,93.1,0.481,17.6,31.8,0.175,97.8,91,"WASHINGTON_WIZARDS","home",2016-11-25,1727.31574496257,3454.63148992514,7604.4195939418
"468","201611250ORL",5486,93.1,0.489,10.6,16.7,0.091,101,93.1,0.481,17.6,31.8,0.175,97.8,5072,"2016-11-25 20:00:00+00:00","WASHINGTON_WIZARDS","ORLANDO_MAGIC",94,91,"ORL","Orlando","Florida","WASHINGTON_WIZARDS",2017,28.4772,-81.3369,"America/New_York",38.9047,-77.0163,"America/New_York",1226.02643669001,766.266522931257,93.1,0.489,10.6,16.7,0.091,101,94,"ORLANDO_MAGIC","away",2016-11-25,1226.02643669001,1226.02643669001,3462.05274597479
"469","201611250PHI",5490,99.1,0.478,10.6,21.6,0.211,105.9,99.1,0.455,17.8,16.7,0.231,89.8,714,"2016-11-25 20:30:00+00:00","CHICAGO_BULLS","PHILADELPHIA_76ERS",105,89,"PHI","Philadelphia","Pennsylvania","CHICAGO_BULLS",2017,40.0077,-75.1339,"America/New_York",39.7621,-104.8759,"America/Denver",2525.95092617283,1578.71932885802,99.1,0.478,10.6,21.6,0.211,105.9,105,"PHILADELPHIA_76ERS","away",2016-11-25,3880.59197556426,4815.89262763759,10574.3881209823
"470","201611250PHI",5490,99.1,0.478,10.6,21.6,0.211,105.9,99.1,0.455,17.8,16.7,0.231,89.8,3845,"2016-11-25 20:30:00+00:00","CHICAGO_BULLS","PHILADELPHIA_76ERS",105,89,"PHI","Philadelphia","Pennsylvania","PHILADELPHIA_76ERS",2017,40.0077,-75.1339,"America/New_York",40.0077,-75.1339,"America/New_York",0,0,99.1,0.455,17.8,16.7,0.231,89.8,89,"CHICAGO_BULLS","home",2016-11-25,0,1581.61155698397,8467.9792535606
"471","201611250PHO",5496,98.3,0.441,15,23.4,0.271,99.7,98.3,0.443,22.1,30,0.19,86.5,4020,"2016-11-25 22:00:00+00:00","MINNESOTA_TIMBERWOLVES","PHOENIX_SUNS",98,85,"PHO","Phoenix","Arizona","PHOENIX_SUNS",2017,33.5722,-112.0891,"America/Phoenix",28.4772,-81.3369,"America/New_York",2973.22354037209,1858.26471273256,98.3,0.443,22.1,30,0.19,86.5,85,"MINNESOTA_TIMBERWOLVES","home",2016-11-25,4199.2499770621,6939.22142974478,9519.94657122647
"472","201611250PHO",5496,98.3,0.441,15,23.4,0.271,99.7,98.3,0.443,22.1,30,0.19,86.5,2999,"2016-11-25 22:00:00+00:00","MINNESOTA_TIMBERWOLVES","PHOENIX_SUNS",98,85,"PHO","Phoenix","Arizona","MINNESOTA_TIMBERWOLVES",2017,33.5722,-112.0891,"America/Phoenix",30.0687,-89.9288,"America/Chicago",2125.40416615145,1328.37760384465,98.3,0.441,15,23.4,0.271,99.7,98,"PHOENIX_SUNS","away",2016-11-25,3807.20212110534,6069.63729731826,8183.64176214906
"473","201611250POR",5497,100.9,0.559,13.6,4.8,0.25,103,100.9,0.53,9.3,27.3,0.13,117.9,4185,"2016-11-25 23:00:00+00:00","NEW_ORLEANS_PELICANS","PORTLAND_TRAIL_BLAZERS",104,119,"POR","Portland","Oregon","PORTLAND_TRAIL_BLAZERS",2017,45.5371,-122.65,"America/Los_Angeles",41.4767,-81.6805,"America/New_York",3298.43594699098,2061.52246686936,100.9,0.53,9.3,27.3,0.13,117.9,119,"NEW_ORLEANS_PELICANS","home",2016-11-25,3963.78838147759,6352.32715903481,10619.2526866658
"474","201611250POR",5497,100.9,0.559,13.6,4.8,0.25,103,100.9,0.53,9.3,27.3,0.13,117.9,3170,"2016-11-25 23:00:00+00:00","NEW_ORLEANS_PELICANS","PORTLAND_TRAIL_BLAZERS",104,119,"POR","Portland","Oregon","NEW_ORLEANS_PELICANS",2017,45.5371,-122.65,"America/Los_Angeles",30.0687,-89.9288,"America/Chicago",3315.95040151376,2072.4690009461,100.9,0.559,13.6,4.8,0.25,103,104,"PORTLAND_TRAIL_BLAZERS","away",2016-11-25,4640.42813207264,5492.15092608329,7799.3663209602
"475","201611250SAC",5499,97.7,0.594,13,19.5,0.188,119.8,97.7,0.544,13.6,10.5,0.213,106.5,1782,"2016-11-25 23:30:00+00:00","HOUSTON_ROCKETS","SACRAMENTO_KINGS",117,104,"SAC","Sacramento","California","HOUSTON_ROCKETS",2017,38.5667,-121.4683,"America/Los_Angeles",29.7869,-95.3905,"America/Chicago",2578.65289421261,1611.65805888288,97.7,0.594,13,19.5,0.188,119.8,117,"SACRAMENTO_KINGS","away",2016-11-25,4358.1972251593,6137.74155610599,7767.17056108959
"476","201611250SAC",5499,97.7,0.594,13,19.5,0.188,119.8,97.7,0.544,13.6,10.5,0.213,106.5,4355,"2016-11-25 23:30:00+00:00","HOUSTON_ROCKETS","SACRAMENTO_KINGS",117,104,"SAC","Sacramento","California","SACRAMENTO_KINGS",2017,38.5667,-121.4683,"America/Los_Angeles",38.5667,-121.4683,"America/Los_Angeles",0,0,97.7,0.544,13.6,10.5,0.213,106.5,104,"HOUSTON_ROCKETS","home",2016-11-25,0,0,1562.32829135925
"477","201611250UTA",5494,93.9,0.361,13.7,11.5,0.096,72.4,93.9,0.5,15.4,20.9,0.188,101.1,4889,"2016-11-25 21:00:00+00:00","ATLANTA_HAWKS","UTAH_JAZZ",68,95,"UTA","Salt Lake City","Utah","UTAH_JAZZ",2017,40.7774,-111.93,"America/Denver",40.7774,-111.93,"America/Denver",0,0,93.9,0.5,15.4,20.9,0.188,101.1,95,"ATLANTA_HAWKS","home",2016-11-25,608.865088589877,3944.42699113821,8395.32650686298
"478","201611250UTA",5494,93.9,0.361,13.7,11.5,0.096,72.4,93.9,0.5,15.4,20.9,0.188,101.1,15,"2016-11-25 21:00:00+00:00","ATLANTA_HAWKS","UTAH_JAZZ",68,95,"UTA","Salt Lake City","Utah","ATLANTA_HAWKS",2017,40.7774,-111.93,"America/Denver",39.7771,-86.1458,"America/Indiana/Indianapolis",2182.31220657765,1363.94512911103,93.9,0.361,13.7,11.5,0.096,72.4,68,"UTAH_JAZZ","away",2016-11-25,4077.42141492049,5306.98611820383,7280.83505164703
"479","201611260CHO",5500,98.8,0.434,6.9,20.8,0.162,103.3,98.8,0.488,9.2,21.7,0.363,108.3,3342,"2016-11-26 20:00:00+00:00","NEW_YORK_KNICKS","CHARLOTTE_HORNETS",102,107,"CHO","Charlotte","North Carolina","NEW_YORK_KNICKS",2017,35.2079,-80.8304,"America/New_York",40.7834,-73.9662,"America/New_York",863.240540004241,539.525337502651,98.8,0.434,6.9,20.8,0.162,103.3,102,"CHARLOTTE_HORNETS","away",2016-11-26,863.240540004241,1197.04167001277,2769.93807104646
"480","201611260CHO",5500,98.8,0.434,6.9,20.8,0.162,103.3,98.8,0.488,9.2,21.7,0.363,108.3,550,"2016-11-26 20:00:00+00:00","NEW_YORK_KNICKS","CHARLOTTE_HORNETS",102,107,"CHO","Charlotte","North Carolina","CHARLOTTE_HORNETS",2017,35.2079,-80.8304,"America/New_York",40.7834,-73.9662,"America/New_York",863.240540004241,539.525337502651,98.8,0.488,9.2,21.7,0.363,108.3,107,"NEW_YORK_KNICKS","home",2016-11-26,1726.48108000848,3776.68255780715,7004.25762457443
"481","201611260GSW",5504,94.9,0.517,12.1,19.5,0.112,107.5,94.9,0.623,16.9,33.3,0.173,121.2,1581,"2016-11-26 23:30:00+00:00","MINNESOTA_TIMBERWOLVES","GOLDEN_STATE_WARRIORS",102,115,"GSW","San Francisco","California","GOLDEN_STATE_WARRIORS",2017,37.7562,-122.443,"America/Los_Angeles",34.1139,-118.4068,"America/Los_Angeles",544.010949979617,340.00684373726,94.9,0.623,16.9,33.3,0.173,121.2,115,"MINNESOTA_TIMBERWOLVES","home",2016-11-26,4221.43539320345,5997.19071391696,11871.4211815302
"482","201611260GSW",5504,94.9,0.517,12.1,19.5,0.112,107.5,94.9,0.623,16.9,33.3,0.173,121.2,3000,"2016-11-26 23:30:00+00:00","MINNESOTA_TIMBERWOLVES","GOLDEN_STATE_WARRIORS",102,115,"GSW","San Francisco","California","MINNESOTA_TIMBERWOLVES",2017,37.7562,-122.443,"America/Los_Angeles",33.5722,-112.0891,"America/Phoenix",1043.82388853601,652.389930335009,94.9,0.517,12.1,19.5,0.112,107.5,102,"GOLDEN_STATE_WARRIORS","away",2016-11-26,4851.02600964136,7113.46118585427,9227.46565068507
"483","201611260MIA",5502,90.3,0.568,6.4,6.1,0.37,121.8,90.3,0.562,8.9,20,0.198,118.4,2654,"2016-11-26 21:00:00+00:00","MEMPHIS_GRIZZLIES","MIAMI_HEAT",110,107,"MIA","Key Biscayne","Florida","MIAMI_HEAT",2017,25.6908,-80.1653,"America/New_York",35.1046,-89.9773,"America/Chicago",1405.95470203373,878.721688771081,90.3,0.562,8.9,20,0.198,118.4,107,"MEMPHIS_GRIZZLIES","home",2016-11-26,3127.23467188743,4828.65405020225,8539.50056567466
"484","201611260MIA",5502,90.3,0.568,6.4,6.1,0.37,121.8,90.3,0.562,8.9,20,0.198,118.4,2485,"2016-11-26 21:00:00+00:00","MEMPHIS_GRIZZLIES","MIAMI_HEAT",110,107,"MIA","Key Biscayne","Florida","MEMPHIS_GRIZZLIES",2017,25.6908,-80.1653,"America/New_York",35.1046,-89.9773,"America/Chicago",1405.95470203373,878.721688771081,90.3,0.568,6.4,6.1,0.37,121.8,110,"MIAMI_HEAT","away",2016-11-26,3553.40013603496,5061.4269988279,10899.7694273372
"485","201611260OKC",5503,90.3,0.457,8.2,15.4,0.159,97.4,90.3,0.554,9.6,27.8,0.169,117.4,3508,"2016-11-26 21:00:00+00:00","DETROIT_PISTONS","OKLAHOMA_CITY_THUNDER",88,106,"OKC","Oklahoma City","Oklahoma","OKLAHOMA_CITY_THUNDER",2017,35.4676,-97.5137,"America/Chicago",39.7621,-104.8759,"America/Denver",804.848727221781,503.030454513613,90.3,0.554,9.6,27.8,0.169,117.4,106,"DETROIT_PISTONS","home",2016-11-26,2805.3271389033,4715.60058851522,7639.08532997446
"486","201611260OKC",5503,90.3,0.457,8.2,15.4,0.159,97.4,90.3,0.554,9.6,27.8,0.169,117.4,1418,"2016-11-26 21:00:00+00:00","DETROIT_PISTONS","OKLAHOMA_CITY_THUNDER",88,106,"OKC","Oklahoma City","Oklahoma","DETROIT_PISTONS",2017,35.4676,-97.5137,"America/Chicago",42.3834,-83.1024,"America/Detroit",1461.74237072962,913.588981706015,90.3,0.457,8.2,15.4,0.159,97.4,88,"OKLAHOMA_CITY_THUNDER","away",2016-11-26,1461.74237072962,1616.6597502883,6173.27950398968
"487","201611260WAS",5501,93.1,0.593,13.8,17.6,0.307,120.3,93.1,0.511,11.3,27.3,0.114,107.4,4520,"2016-11-26 20:00:00+00:00","SAN_ANTONIO_SPURS","WASHINGTON_WIZARDS",112,100,"WAS","Washington","District of Columbia","SAN_ANTONIO_SPURS",2017,38.9047,-77.0163,"America/New_York",42.3188,-71.0846,"America/New_York",628.088693461527,392.555433413454,93.1,0.593,13.8,17.6,0.307,120.3,112,"WASHINGTON_WIZARDS","away",2016-11-26,3561.51463144457,5506.75530290646,9018.30845629062
