,start_time,away_team,home_team,away_team_score,home_team_score,home_team_abbv,home_city,home_state,index_team,season_end_year,lat,lng,Prev_lat,Prev_lng,Dist_Km,Dist_Mi,code
63,2017-03-08 20:30:00+00:00,BROOKLYN_NETS,ATLANTA_HAWKS,105,110,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201703080ATL
64,2017-03-10 21:00:00+00:00,TORONTO_RAPTORS,ATLANTA_HAWKS,99,105,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201703100ATL
65,2017-03-11 22:00:00+00:00,ATLANTA_HAWKS,MEMPHIS_GRIZZLIES,107,90,MEM,Memphis,Tennessee,ATLANTA_HAWKS,2017.0,35.1046,-89.9773,33.7627,-84.4225,530.7532448783369,331.72077804896054,201703110MEM
66,2017-03-13 20:00:00+00:00,ATLANTA_HAWKS,SAN_ANTONIO_SPURS,99,107,SAS,San Antonio,Texas,ATLANTA_HAWKS,2017.0,29.4658,-98.5254,35.1046,-89.9773,1018.5047856083302,636.5654910052064,201703130SAS
67,2017-03-16 19:30:00+00:00,MEMPHIS_GRIZZLIES,ATLANTA_HAWKS,103,91,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,29.4658,-98.5254,1416.8411411259451,885.5257132037157,201703160ATL
68,2017-03-18 18:00:00+00:00,PORTLAND_TRAIL_BLAZERS,ATLANTA_HAWKS,113,97,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201703180ATL
69,2017-03-20 19:00:00+00:00,ATLANTA_HAWKS,CHARLOTTE_HORNETS,90,105,CHO,Charlotte,North Carolina,ATLANTA_HAWKS,2017.0,35.2079,-80.8304,33.7627,-84.4225,366.3241632790945,228.95260204943406,201703200CHO
70,2017-03-22 20:00:00+00:00,ATLANTA_HAWKS,WASHINGTON_WIZARDS,100,104,WAS,Washington,District of Columbia,ATLANTA_HAWKS,2017.0,38.9047,-77.0163,35.2079,-80.8304,532.357899313345,332.72368707084064,201703220WAS
71,2017-03-24 20:00:00+00:00,ATLANTA_HAWKS,MILWAUKEE_BUCKS,97,100,MIL,Milwaukee,Wisconsin,ATLANTA_HAWKS,2017.0,43.0642,-87.9673,38.9047,-77.0163,1027.8968349783245,642.4355218614528,201703240MIL
72,2017-03-26 13:00:00+00:00,BROOKLYN_NETS,ATLANTA_HAWKS,107,92,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,43.0642,-87.9673,1079.1213194920165,674.4508246825103,201703260ATL
73,2017-03-28 19:30:00+00:00,PHOENIX_SUNS,ATLANTA_HAWKS,91,95,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201703280ATL
74,2017-03-29 19:00:00+00:00,ATLANTA_HAWKS,PHILADELPHIA_76ERS,99,92,PHI,Philadelphia,Pennsylvania,ATLANTA_HAWKS,2017.0,40.0077,-75.1339,33.7627,-84.4225,1078.1045159094203,673.8153224433877,201703290PHI
75,2017-04-01 17:00:00+00:00,ATLANTA_HAWKS,CHICAGO_BULLS,104,106,CHI,Chicago,Illinois,ATLANTA_HAWKS,2017.0,41.8373,-87.6862,40.0077,-75.1339,1073.0342737210794,670.6464210756747,201704010CHI
76,2017-04-02 18:00:00+00:00,ATLANTA_HAWKS,BROOKLYN_NETS,82,91,BRK,Brooklyn,New York,ATLANTA_HAWKS,2017.0,40.6501,-73.9496,41.8373,-87.6862,1154.8042369278285,721.7526480798928,201704020BRK
77,2017-04-06 20:00:00+00:00,BOSTON_CELTICS,ATLANTA_HAWKS,116,123,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,40.6501,-73.9496,1201.2820673889332,750.8012921180832,201704060ATL
78,2017-04-07 19:30:00+00:00,ATLANTA_HAWKS,CLEVELAND_CAVALIERS,114,100,CLE,Cleveland,Ohio,ATLANTA_HAWKS,2017.0,41.4767,-81.6805,33.7627,-84.4225,890.9669537316087,556.8543460822555,201704070CLE
