"","code","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg"
"245","201212030CHA","91.4","0.533","11.2","28.9","0.217","117","91.4","0.54","13.3","20.5","0.193","111"
"246","201212030DET","87.2","0.353","9.7","37","0.126","90.6","87.2","0.452","10.6","31.3","0.155","102.1"
"247","201212030NOH","78.7","0.434","15.7","44.2","0.197","102.9","78.7","0.555","8.4","38.2","0.134","129.6"
"248","201212030DEN","98.1","0.541","14.5","23.1","0.198","112.1","98.1","0.506","14.1","45.1","0.318","115.2"
"249","201212030UTA","90.7","0.494","9.1","28.9","0.191","115.7","90.7","0.628","17.4","28.1","0.149","114.6"
"250","201212030GSW","91.8","0.478","7.5","24.4","0.152","111.1","91.8","0.5","12.8","22","0.16","102.4"
"251","201212040PHI","91.7","0.617","15.1","20.6","0.13","114.5","91.7","0.452","12.3","24.5","0.157","95.9"
"252","201212040WAS","93.1","0.506","11.1","25","0.124","108.5","93.1","0.525","9.8","20.5","0.278","112.8"
"253","201212040BRK","91.4","0.659","12.9","7.7","0.455","128.1","91.4","0.505","10.6","34","0.209","121.5"
"254","201212040CHI","85.2","0.375","11.6","32.7","0.25","93.9","85.2","0.411","18.8","30.2","0.219","89.2"
"255","201212040HOU","98.8","0.5","15.5","34.1","0.265","106.3","98.8","0.411","8","35.6","0.238","108.3"
"256","201212040MEM","88.1","0.5","14.9","20.5","0.195","100.7","88.1","0.494","16.2","39.5","0.282","111"
"257","201212050CHA","89.8","0.495","7.6","20.8","0.098","111.4","89.8","0.512","11.8","31.6","0.157","109.2"
"258","201212050IND","86.6","0.468","10.1","21.4","0.228","106.3","86.6","0.506","12.8","31.7","0.225","114.3"
"259","201212050BOS","96.9","0.476","11.8","25","0.167","97","96.9","0.551","15.2","17.6","0.231","107.3"
"260","201212050DET","89.7","0.513","10","23.7","0.36","116","89.7","0.481","15.5","36.6","0.266","108.1"
"261","201212050ATL","95.4","0.525","18.2","28.2","0.266","109","95.4","0.484","11.9","39.6","0.168","113.2"
"262","201212050CLE","87.7","0.5","15.2","27","0.319","108.4","87.7","0.394","9.4","28.6","0.212","97"
"263","201212050NOH","89.6","0.544","9.1","20.9","0.2","114.9","89.6","0.453","11.4","24.5","0.118","97.1"
"264","201212050SAS","97.4","0.446","10.2","17","0.286","101.6","97.4","0.506","14.9","33.3","0.282","112.9"
"265","201212050UTA","89.6","0.448","18.4","30.2","0.156","90.4","89.6","0.422","11.9","19.5","0.286","97"
"266","201212050SAC","97.7","0.442","10.1","21.3","0.279","102.3","97.7","0.5","13.4","25","0.305","109.5"
"267","201212050LAC","101.5","0.435","19.2","22.9","0.202","88.7","101.5","0.533","14.6","28.6","0.178","110.4"
"268","201212060MIA","93.2","0.549","6.6","23.4","0.132","120.2","93.2","0.461","13.7","16.7","0.289","98.7"
"269","201212060PHO","91.6","0.5","15.3","27.5","0.244","105.9","91.6","0.447","11.1","28.3","0.212","102.7"
"270","201212070IND","90","0.459","7.8","23.3","0.151","102.2","90","0.513","17.7","25","0.145","98.9"
"271","201212070PHI","91.3","0.469","16.4","15.9","0.222","93.2","91.3","0.384","7.5","27","0.192","94.2"
"272","201212070ATL","89.3","0.5","11.1","17.9","0.203","106.3","89.3","0.541","13","37.5","0.141","116.4"
"273","201212070BRK","90.5","0.561","10.4","34.1","0.089","120.4","90.5","0.489","11.8","31.9","0.195","112.7"
"274","201212070DET","84.1","0.555","8.1","36.1","0.207","128.4","84.1","0.571","8.7","15.2","0.343","123.6"
"275","201212070MIN","93.8","0.385","16.5","21.6","0.069","77.9","93.8","0.457","19.7","30.2","0.386","97.1"
"276","201212070NOH","85.6","0.556","16.4","31.4","0.222","112.1","85.6","0.533","13","12.5","0.12","103.9"
"277","201212070MIL","91.3","0.463","10.4","28","0.222","101.9","91.3","0.436","8.5","42.6","0.277","118.3"
"278","201212070SAS","103.2","0.447","15.4","18.5","0.074","89.2","103.2","0.586","15.5","18.2","0.138","110.5"
"279","201212070UTA","97.8","0.445","13.6","25","0.317","101.3","97.8","0.566","9.4","34.1","0.308","134"
"280","201212070OKC","95.5","0.494","14.8","37.5","0.298","113.1","95.5","0.542","12.7","26.8","0.274","119.4"
"281","201212070SAC","97.2","0.4","15.2","12.8","0.225","84.4","97.2","0.43","16.5","22.7","0.291","93.6"
"282","201212080LAC","94.6","0.519","18.7","27.3","0.231","104.7","94.6","0.554","9.6","37.8","0.151","123.7"
"283","201212080CHA","95","0.661","10.2","28.1","0.144","138.9","95","0.506","10.6","16.3","0.278","107.3"
"284","201212080WAS","96.4","0.488","17","30.2","0.272","104.8","96.4","0.477","7.6","13.7","0.161","100.6"
"285","201212080BOS","79.5","0.418","8.5","32.4","0.165","99.3","79.5","0.56","12.1","22.6","0.107","115.7"
"286","201212080CLE","86.2","0.527","9.1","27.8","0.333","120.7","86.2","0.462","12.4","44.4","0.143","112.5"
"287","201212080MIA","91.1","0.5","16.9","22.5","0.154","98.8","91.1","0.63","16.7","7.4","0.275","116.4"
"288","201212080CHI","92.3","0.369","13.5","27.5","0.274","92.1","92.3","0.481","18.1","27.8","0.231","100.8"
"289","201212080HOU","100.8","0.527","10.5","25","0.22","115.1","100.8","0.569","17.6","12.1","0.375","108.2"
"290","201212080MEM","86.8","0.487","13.7","32.6","0.234","107.1","86.8","0.468","15.9","26.8","0.143","95.6"
"291","201212080POR","91.3","0.471","9.5","20","0.209","108.5","91.3","0.44","17.8","23.9","0.187","87.7"
"292","201212090LAC","84.9","0.455","14.2","26.8","0.169","97.7","84.9","0.494","8.7","34.9","0.304","120.1"
"293","201212090BRK","93.7","0.514","17.6","15.8","0.338","103.6","93.7","0.449","18.3","30.8","0.215","94"
"294","201212090OKC","84.8","0.5","7.4","22.5","0.134","109.7","84.8","0.52","9.2","26.5","0.329","122.7"
"295","201212090NYK","94.8","0.59","15.9","16.1","0.292","111.8","94.8","0.5","8.1","27.1","0.302","118.1"
"296","201212090PHO","91.5","0.552","17.5","27.3","0.169","107.1","91.5","0.494","12.3","12.5","0.167","98.4"
"297","201212090LAL","86","0.578","8.7","42.1","0.253","136.1","86","0.559","13.1","41.5","0.176","128"
"298","201212100CHA","94","0.5","14.5","34.1","0.238","110.6","94","0.428","13.4","27.3","0.301","102.1"
"299","201212100PHI","89.9","0.426","12","30.4","0.346","107.8","89.9","0.561","10.7","33.3","0.146","115.6"
"300","201212100MIA","87.4","0.487","14.3","21.1","0.253","105.3","87.4","0.649","15.4","7.7","0.209","115.6"
"301","201212100HOU","102.6","0.598","15.5","17.1","0.261","118.3","102.6","0.505","11","20.4","0.289","111.2"
"302","201212100DAL","94.5","0.512","17.3","31.1","0.119","101.6","94.5","0.592","7.7","19.4","0.184","125.9"
"303","201212100POR","88.9","0.372","14.4","19.6","0.257","83.2","88.9","0.404","6.6","23.4","0.225","103.4"
"304","201212110BRK","83.3","0.551","10.4","25","0.179","120","83.3","0.559","12","21.9","0.309","116.4"
"305","201212110CLE","96.4","0.46","16.3","30","0.333","97.6","96.4","0.506","11.2","17","0.179","103.8"
"306","201212110DET","94.3","0.5","8.7","15.9","0.263","107.1","94.3","0.451","14.5","31.8","0.259","99.6"
"307","201212110NOH","92","0.36","13.2","19.2","0.22","83.7","92","0.35","14.3","23.5","0.175","76.1"
"308","201212110CHI","89.9","0.488","14.3","25.6","0.2","104.6","89.9","0.46","14.8","36.7","0.103","99"
"309","201212120IND","88.8","0.389","11.5","27.1","0.222","91.3","88.8","0.44","12","32.5","0.277","108.2"
"310","201212120ORL","89.3","0.475","13.9","21.6","0.125","96.4","89.3","0.426","14.9","22.2","0.136","89.6"
"311","201212120TOR","86.9","0.531","17.6","25","0.406","108.2","86.9","0.52","14.5","18.9","0.133","101.3"
"312","201212120CHA","88.9","0.488","10.3","34.7","0.2","112.5","88.9","0.457","11.5","27.9","0.232","105.8"
"313","201212120MIA","93.6","0.518","12.9","20","0.146","103.6","93.6","0.519","16.4","15.4","0.15","101.5"
"314","201212120PHI","90","0.462","11","23.1","0.308","106.7","90","0.462","11.9","31.8","0.055","98.9"
"315","201212120BOS","95.9","0.554","21.3","17.5","0.141","99.2","95.9","0.46","10.3","17.3","0.25","100.9"
"316","201212120HOU","99.1","0.433","11.7","19.6","0.18","93.8","99.1","0.507","16.8","14.3","0.289","99.9"
"317","201212120MIL","91.5","0.39","15.1","30.8","0.209","92.9","91.5","0.438","7.8","41.4","0.146","107.1"
"318","201212120MIN","97","0.548","16.9","30.8","0.169","108.3","97","0.448","11.2","36.2","0.345","111.4"
"319","201212120OKC","84.8","0.452","10","27.1","0.157","103.7","84.8","0.472","10.5","21.1","0.352","108.4"
"320","201212120PHO","81.1","0.466","16.1","28.6","0.164","98.7","81.1","0.41","10.5","38.8","0.101","101.1"
"321","201212120UTA","93.7","0.471","11.2","28.3","0.161","102.4","93.7","0.536","13.4","16.7","0.107","105.6"
"322","201212130ATL","90.5","0.468","13.8","19","0.203","99.4","90.5","0.667","13.2","23.3","0.173","124.8"
"323","201212130NYK","92.9","0.488","11.8","29.3","0.298","115.1","92.9","0.608","6.1","11.1","0.253","124.8"
"324","201212130POR","94.3","0.5","18.6","18.4","0.25","95.5","94.3","0.494","13","22.5","0.125","103.9"
"325","201212140IND","88.8","0.451","12","20.9","0.148","95.7","88.8","0.506","15.3","34.1","0.221","107"
"326","201212140ORL","91.2","0.408","11","28.6","0.109","93.2","91.2","0.529","14.2","28.3","0.093","108.5"
"327","201212140TOR","88.8","0.391","17.7","10.8","0.29","83.4","88.8","0.476","9.6","29.2","0.179","107"
"328","201212140WAS","94.3","0.5","12.1","27.1","0.244","108.1","94.3","0.482","17.1","28.9","0.193","101.8"
"329","201212140BRK","81.4","0.429","9.1","35.3","0.202","106.8","81.4","0.505","9.9","21.7","0.14","108.8"
"330","201212140CLE","91","0.428","15.2","36.7","0.229","98.9","91","0.451","21.6","37.5","0.16","94.5"
"331","201212140HOU","94","0.447","11.5","19.1","0.153","94.7","94","0.553","16.5","17.9","0.224","107.4"
"332","201212140NOH","89","0.574","11.2","37.8","0.136","126.9","89","0.609","14.5","21.2","0.09","114.6"
"333","201212140OKC","92.6","0.5","13.6","19.4","0.373","111.2","92.6","0.548","16.3","38.9","0.265","122"
"334","201212140PHO","89.5","0.421","14.1","32.6","0.183","93.9","89.5","0.494","11.5","27.3","0.205","110.6"
"335","201212140DEN","91.1","0.452","14","36.4","0.096","103.2","91.1","0.551","19.1","25","0.333","108.7"
"336","201212150ATL","100.1","0.545","9.7","22.2","0.071","114.9","100.1","0.399","9.9","18.5","0.31","92.9"
"337","201212150CHA","89.9","0.576","13.8","32.4","0.203","119.1","89.9","0.487","10.8","20","0.282","109"
"338","201212150DET","86.1","0.535","14.1","14.3","0.153","102.2","86.1","0.404","10","22.9","0.12","89.4"
"339","201212150MIA","87.9","0.424","21.1","23.8","0.153","81.9","87.9","0.557","12","26.8","0.177","116.1"
"340","201212150NYK","89.7","0.543","11.8","24.3","0.159","113.7","89.7","0.512","8.6","26.5","0.188","114.8"
"341","201212150CHI","85.5","0.433","17.5","35","0.227","96","85.5","0.453","13.5","20.6","0.2","97.1"
"342","201212150MIN","91.8","0.506","16.7","26.2","0.25","104.6","91.8","0.468","12.9","36.2","0.277","112.5"
"343","201212150MIL","90.6","0.567","10.6","29.7","0.22","122.5","90.6","0.404","12.1","26.9","0.217","93.8"
"344","201212150SAS","87.8","0.506","16.7","28.9","0.074","100.2","87.8","0.543","11.8","28.9","0.185","117.3"
"345","201212150UTA","88.4","0.471","11.2","39.1","0.224","112","88.4","0.453","15.1","18.9","0.257","97.3"
"346","201212160TOR","94.1","0.455","11.5","17.4","0.321","102","94.1","0.506","6.9","12.2","0.2","109.4"
"347","201212160PHI","92","0.575","13.4","28.9","0.238","120.6","92","0.554","16.2","25","0.072","106.5"
"348","201212160SAC","89.2","0.588","10.1","44.7","0.259","136.7","89.2","0.374","7.8","37.5","0.319","108.7"
"349","201212160POR","79.6","0.519","13.9","42.1","0.138","118","79.6","0.531","10.5","34.1","0.125","119.3"
"350","201212170ORL","97.4","0.443","14.4","29.4","0.083","95.4","97.4","0.573","16.6","17.6","0.098","104.7"
"351","201212170DET","82.7","0.481","11.4","31.6","0.167","106.4","82.7","0.458","15.9","21.1","0.155","91.9"
"352","201212170NYK","98.6","0.577","16.1","15.8","0.244","110.6","98.6","0.483","14.9","26.5","0.1","97.4"
"353","201212170MEM","86.2","0.387","16","23.3","0.173","82.4","86.2","0.413","16.9","38.3","0.175","92.8"
"354","201212170OKC","92.6","0.494","15.3","20.9","0.19","100.4","92.6","0.471","10.9","34.9","0.318","115.5"
"355","201212170PHO","89.6","0.428","14.6","36.7","0.229","100.5","89.6","0.529","7.1","17.5","0.129","112.8"
"356","201212180CLE","85.4","0.6","13.9","37.1","0.307","132.4","85.4","0.564","15.3","32.4","0.286","116"
"357","201212180WAS","88.9","0.494","13.9","20.9","0.295","101.9","88.9","0.411","11","27.3","0.179","96.8"
"358","201212180BRK","84.8","0.476","14.3","40.9","0.157","108.5","84.8","0.474","13","28.6","0.221","106.1"
"359","201212180MIA","87.1","0.453","16.8","50","0.163","105.6","87.1","0.552","8.4","14.6","0.234","118.3"
"360","201212180CHI","83.6","0.463","9.2","26.2","0.173","106.5","83.6","0.534","12.4","33.3","0.284","119.7"
"361","201212180MIL","94.8","0.413","17.4","41.9","0.338","98.1","94.8","0.465","13.3","26.7","0.209","103.4"
"362","201212180DAL","88","0.506","12.3","32.6","0.151","113.7","88","0.569","11.5","18.8","0.347","121.7"
"363","201212180DEN","105.5","0.474","12","16.7","0.168","100.5","105.5","0.477","12.5","26.5","0.333","106.2"
"364","201212180GSW","87.5","0.527","14.5","20","0.227","109.8","87.5","0.474","13.1","38.1","0.372","117.8"
"365","201212180LAL","90.5","0.453","8.7","39.6","0.147","110.5","90.5","0.455","9.9","32.7","0.239","111.7"
"366","201212190IND","93.5","0.384","13.4","34","0.209","89.9","93.5","0.569","14.6","15.8","0.163","111.3"
"367","201212190NYK","82.4","0.513","12.8","26.3","0.077","104.4","82.4","0.524","7.2","28.2","0.157","121.4"
"368","201212190ORL","89.5","0.5","15.7","11.6","0.078","92.8","89.5","0.469","12.8","23.3","0.173","100.6"
"369","201212190TOR","78.1","0.435","9.3","47.8","0.214","116.5","78.1","0.556","6.8","29","0.236","124.2"
"370","201212190ATL","93.4","0.482","13.9","30.2","0.226","107","93.4","0.431","9.8","26.4","0.117","98.5"
"371","201212190BOS","87.1","0.438","8.5","28.3","0.159","104.4","87.1","0.669","15.9","8.3","0.323","118.2"
"372","201212190HOU","93","0.483","9.9","29.2","0.191","110.8","93","0.633","9.9","21.9","0.4","134.4"
"373","201212190PHO","89.9","0.5","13.6","39.5","0.209","115.7","89.9","0.653","10.9","27","0.118","134.6"
"374","201212190MEM","94.2","0.382","14.6","22","0.176","85","94.2","0.426","14.2","34","0.17","95.6"
"375","201212190SAC","98.4","0.571","10.4","32.6","0.239","129.1","98.4","0.564","7.9","28.2","0.395","133.1"
"376","201212190LAC","85.7","0.4","19.1","33.3","0.227","89.9","85.7","0.527","12.7","24.3","0.203","108.5"
"377","201212200MIN","94.9","0.433","14.6","25","0.268","98","94.9","0.494","13.7","27.3","0.19","104.3"
"378","201212200DAL","95.4","0.603","17.3","25.8","0.205","115.3","95.4","0.401","7.9","25","0.188","99.5"
"379","201212200POR","98.1","0.388","7.7","30.9","0.173","94.8","98.1","0.435","9.6","22.2","0.228","103"
"380","201212210PHI","84.4","0.449","16.8","30.2","0.114","94.8","84.4","0.558","11.9","38.5","0.035","117.3"
"381","201212210TOR","88.4","0.529","18.7","24.2","0.229","101.8","88.4","0.457","9.1","15.9","0.235","105.2"
"382","201212210BOS","92.6","0.464","17.5","31.9","0.265","96.8","92.6","0.41","12","22.2","0.181","91.9"
"383","201212210CLE","96.9","0.519","15.7","26.8","0.2","102.2","96.9","0.431","14.9","15.4","0.25","91.9"
"384","201212210DET","90.6","0.341","11.7","22.2","0.118","75","90.6","0.478","10.8","32","0.156","110.3"
"385","201212210NYK","98.8","0.494","14.1","28.6","0.337","111.4","98.8","0.462","8.9","20.4","0.242","107.3"
"386","201212210MEM","91.9","0.447","20.9","26.8","0.184","89.2","91.9","0.421","13.3","35.4","0.191","100.1"
"387","201212210SAS","93","0.465","11.4","24.4","0.163","101.1","93","0.539","11.3","5.7","0.224","106.4"
"388","201212210GSW","89.6","0.411","6.2","33.3","0.289","111.6","89.6","0.6","10.7","31.6","0.153","128.3"
"389","201212210LAC","93.4","0.468","15.7","17.8","0.139","91","93.4","0.466","16.3","40","0.184","103.8"
"390","201212220ATL","85.2","0.454","15.9","15.4","0.079","88","85.2","0.539","16.4","32.4","0.117","108"
"391","201212220WAS","91.5","0.455","14.9","36.5","0.182","104.9","91.5","0.403","10.8","20.4","0.325","95.1"
"392","201212220MIA","90.9","0.459","18.4","25","0.301","97.9","90.9","0.596","16.2","18.2","0.247","115.5"
"393","201212220HOU","96.4","0.544","18.2","21.6","0.127","99.6","96.4","0.61","13.8","23.7","0.256","125.5"
"394","201212220NOH","81.3","0.455","14.2","32.5","0.143","99.6","81.3","0.427","12.4","32.6","0.061","92.2"
"395","201212220MIL","92.4","0.46","11.2","25.6","0.148","101.7","92.4","0.418","13.6","19.6","0.203","88.7"
"396","201212220DEN","95.9","0.397","9.9","26.1","0.218","91.8","95.9","0.543","10.8","27.3","0.109","114.7"
"397","201212220POR","89.3","0.478","9.6","24.4","0.09","104.2","89.3","0.529","20.5","34.4","0.333","107.5"
"398","201212220GSW","100.6","0.5","15","31.9","0.103","106.2","100.6","0.495","14.8","30.6","0.126","103.5"
"399","201212230BRK","84.6","0.477","8.9","30.4","0.091","108.7","84.6","0.5","9.4","23.9","0.284","112.3"
"400","201212230NYK","92","0.446","14.8","29.5","0.19","98.9","92","0.486","14.2","10.5","0.333","102.1"
"401","201212230ORL","88.4","0.476","10.5","28.3","0.217","109.7","88.4","0.559","18.7","34.3","0.105","105.2"
"402","201212230SAS","97.8","0.493","18.7","21.4","0.243","93","97.8","0.679","14.8","21.1","0.179","131.8"
"403","201212230PHO","92.1","0.613","16","14.7","0.225","111.9","92.1","0.381","13.4","23.5","0.2","83.6"
"404","201212230SAC","92.1","0.476","15.5","32.6","0.176","104.2","92.1","0.611","14","18.8","0.111","117.2"
"405","201212250BRK","83.7","0.532","11.7","26.5","0.143","111.1","83.7","0.461","20.7","25.6","0.266","90.8"
"406","201212250LAL","91.6","0.478","9.4","24.4","0.101","102.6","91.6","0.513","10.8","21.6","0.273","109.2"
"407","201212250MIA","89.2","0.458","15.4","30.6","0.451","108.7","89.2","0.525","12.8","24.3","0.238","115.4"
"408","201212250CHI","92","0.61","9.8","29.4","0.244","130.4","92","0.482","10.7","16.7","0.205","105.4"
"409","201212250LAC","98.1","0.519","16.6","23.7","0.213","101.9","98.1","0.543","12.9","32.7","0.118","114.1"
"410","201212260CHA","94.2","0.531","12.4","22","0.235","111.5","94.2","0.468","15","22.2","0.244","97.7"
"411","201212260ORL","83.5","0.513","8.6","22.9","0.25","116.2","83.5","0.525","13.3","28.2","0.139","112.6"
"412","201212260WAS","88.1","0.439","9.8","23.5","0.183","98.8","88.1","0.487","19.6","31.6","0.132","95.4"
"413","201212260ATL","91.2","0.505","12.8","35","0.083","108","91.2","0.526","8.2","16.3","0.235","114.3"
"414","201212260MEM","88.3","0.585","16.5","26.7","0.225","112.1","88.3","0.417","11.8","33.3","0.156","100.7"
