"","code","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg"
"1","201210300CLE","87.9","0.4","10.8","33.3","0.133","95.5","87.9","0.5","18.4","46.2","0.19","106.9"
"2","201210300MIA","94.5","0.56","14.7","18.4","0.307","113.2","94.5","0.595","7.9","12.8","0.329","127"
"3","201210300LAL","91.1","0.5","10.6","22.5","0.165","108.7","91.1","0.513","13.4","32.6","0.156","99.9"
"4","201210310PHI","92.9","0.398","17.7","32.7","0.057","80.8","92.9","0.394","13.7","26.9","0.2","90.4"
"5","201210310TOR","91.1","0.506","17.5","25","0.141","98.8","91.1","0.396","9.1","28.8","0.176","96.6"
"6","201210310DET","94.6","0.557","18.3","31.6","0.215","111","94.6","0.481","15","23.3","0.253","101.5"
"7","201210310CHI","94.9","0.44","17.3","25.6","0.155","91.6","94.9","0.43","16.1","32.6","0.316","98"
"8","201210310NOH","93.5","0.513","14.1","22.7","0.213","105.8","93.5","0.463","12.6","21.4","0.263","101.6"
"9","201210310UTA","100.5","0.441","14.2","16.3","0.224","93.6","100.5","0.461","11.5","38.5","0.348","112.5"
"10","201210310PHO","93.8","0.413","15.8","34","0.186","92.8","93.8","0.425","16.7","25.6","0.213","90.6"
"11","201210310LAC","97.4","0.395","15.4","35.4","0.279","94.5","97.4","0.547","20.2","22.9","0.27","103.7"
"12","201210310POR","93.8","0.556","21.8","42.9","0.361","113.1","93.8","0.56","11.2","25","0.277","123.7"
"13","201211010SAS","91.1","0.422","17.1","26.7","0.247","92.2","91.1","0.475","13.1","14.3","0.139","94.4"
"14","201211020CHA","93.4","0.44","15.2","31.1","0.193","95.3","93.4","0.406","9.5","20.8","0.247","96.4"
"15","201211020ORL","91.8","0.423","12.7","30","0.214","96.9","91.8","0.517","10.5","26.8","0.151","111.1"
"16","201211020ATL","97.4","0.467","17","44.2","0.278","111.9","97.4","0.512","12.3","16.7","0.176","104.7"
"17","201211020BOS","94.8","0.512","16.5","26.8","0.128","104.4","94.8","0.48","17.8","14.6","0.23","92.8"
"18","201211020CLE","94","0.667","17.1","18.5","0.333","122.3","94","0.456","15.8","23.4","0.177","91.5"
"19","201211020MIN","92.1","0.376","10.3","23.4","0.146","86.9","92.1","0.379","9.7","34.7","0.299","99.9"
"20","201211020NOH","84.8","0.471","13.4","34.8","0.071","101.4","84.8","0.488","12.1","30","0.111","103.7"
"21","201211020NYK","88.4","0.514","21.5","20","0.155","95","88.4","0.542","11.7","27.7","0.155","117.6"
"22","201211020OKC","94.6","0.41","9.9","22","0.213","97.2","94.6","0.546","11.8","19.5","0.303","112"
"23","201211020PHO","92.6","0.433","8.4","21.3","0.122","96.1","92.6","0.446","10.9","34.1","0.109","99.4"
"24","201211020GSW","93.3","0.494","12.4","25","0.364","111.5","93.3","0.513","17.1","22.5","0.15","100.8"
"25","201211020LAL","93.3","0.5","10.3","22.5","0.25","112.5","93.3","0.551","19.9","20","0.294","101.8"
"26","201211030IND","88.1","0.402","12.6","25.8","0.157","92.1","88.1","0.414","15.9","40.4","0.242","99.6"
"27","201211030WAS","91","0.476","9.1","13.3","0.107","97.8","91","0.474","14.9","19.4","0.154","94.5"
"28","201211030BRK","97.8","0.494","13.1","23.8","0.232","102.3","97.8","0.494","14.9","25","0.333","109.4"
"29","201211030MIA","94.4","0.542","11.1","41.9","0.137","122.8","94.4","0.578","7.8","19.4","0.277","126"
"30","201211030CHI","89.7","0.46","15.8","25.7","0.267","99.2","89.7","0.347","10.8","30","0.239","91.4"
"31","201211030HOU","93","0.473","14","20","0.075","92.5","93","0.38","14.8","27.1","0.125","82.7"
"32","201211030DAL","96.7","0.445","9","30","0.198","102.4","96.7","0.713","20.3","25.8","0.15","130.3"
"33","201211030MIL","99.4","0.506","13.5","20.9","0.217","102.6","99.4","0.576","14.5","8.3","0.177","105.7"
"34","201211030SAS","92.1","0.526","15.6","25.7","0.247","108.5","92.1","0.615","17.6","23.3","0.257","119.4"
"35","201211030LAC","97.1","0.512","11.4","38.1","0.333","117.4","97.1","0.5","14.7","17.9","0.571","113.3"
"36","201211040NYK","89.6","0.481","17.8","24.4","0.101","93.8","89.6","0.578","14.2","20.5","0.143","111.7"
"37","201211040ORL","94.5","0.456","13.9","34","0.121","99.5","94.5","0.538","9.1","31.7","0.174","121.7"
"38","201211040TOR","89.5","0.5","23.6","25.8","0.344","96","89.5","0.5","10.1","36.4","0.167","117.3"
"39","201211040OKC","89.7","0.542","9.8","28.6","0.169","116","89.7","0.528","19.9","21.2","0.282","105.9"
"40","201211040LAL","86.3","0.38","15.2","30.2","0.241","91.6","86.3","0.584","14.5","44.4","0.234","125.2"
"41","201211050PHI","88.3","0.542","7","20.5","0.226","124.5","88.3","0.384","11.8","35.2","0.256","99.6"
"42","201211050BRK","84.5","0.54","10.4","43.2","0.136","126.6","84.5","0.568","13.8","21.6","0.178","113.6"
"43","201211050MIA","100","0.438","9.8","19.2","0.25","99","100","0.634","13.7","20","0.174","124"
"44","201211050MEM","95.6","0.472","12.8","22.9","0.1","98.3","95.6","0.445","9.7","31.1","0.242","107.7"
"45","201211050DAL","89.4","0.414","11.4","39.7","0.151","101.8","89.4","0.679","9.7","7.4","0.103","127.5"
"46","201211050SAS","87.8","0.38","17.6","33.3","0.241","90","87.8","0.517","7.9","26.2","0.126","115.1"
"47","201211050SAC","92.6","0.436","12.6","17.5","0.308","99.4","92.6","0.481","12.5","24.4","0.198","101.6"
"48","201211050LAC","96","0.511","14.3","38.3","0.152","112.5","96","0.588","23.6","26.5","0.189","105.2"
"49","201211060CHI","91.5","0.465","10.5","24.4","0.151","101.6","91.5","0.488","8.7","22","0.202","108.2"
"50","201211060OKC","98.8","0.399","15.2","17","0.25","89","98.8","0.534","16","19.4","0.392","109.3"
"51","201211060DEN","91.7","0.487","12.7","20.5","0.269","105.7","91.7","0.5","12.9","43.8","0.185","118.8"
"52","201211070CHA","91.1","0.527","10.2","47.8","0.204","128.5","91.1","0.494","10.8","34.9","0.276","120.8"
"53","201211070ATL","90.2","0.459","14.4","24.4","0.094","95.4","90.2","0.477","15.6","36.2","0.069","98.7"
"54","201211070BOS","93.9","0.463","16.2","20.8","0.063","90.7","93.9","0.444","14.3","15","0.346","96.4"
"55","201211070MIA","88.3","0.394","17.8","28.9","0.125","82.6","88.3","0.584","12.5","22.9","0.169","116.6"
"56","201211070HOU","93.1","0.494","18.7","37.2","0.146","99.9","93.1","0.417","16.1","32.7","0.202","93.5"
"57","201211070MIL","91.7","0.566","13.3","30.6","0.169","117.7","91.7","0.418","9.1","29.6","0.154","98.1"
"58","201211070MIN","91","0.369","17.6","26.7","0.2","82.4","91","0.493","18.2","31","0.197","98.9"
"59","201211070NOH","86.9","0.44","14.8","20","0.036","88.6","86.9","0.362","20.8","24.4","0.174","71.3"
"60","201211070DAL","90.6","0.475","7.8","24.4","0.333","114.8","90.6","0.512","10","36.4","0.274","120.3"
"61","201211070UTA","91.9","0.365","16","34.9","0.432","93.6","91.9","0.476","11.7","21.4","0.193","103.4"
"62","201211070SAC","89.8","0.548","16.4","26.3","0.315","114.7","89.8","0.53","12.3","37.8","0.22","116.9"
"63","201211070GSW","96.8","0.483","14.4","22.9","0.151","99.2","96.8","0.571","15.4","20","0.218","109.5"
"64","201211070LAC","93.3","0.466","19.3","14","0.219","90","93.3","0.59","14.7","28.1","0.096","113.6"
"65","201211080CHI","95.5","0.527","21.1","21.6","0.274","101.5","95.5","0.446","17.9","28.6","0.19","95.3"
"66","201211080POR","89.2","0.552","12.9","31.3","0.234","115.5","89.2","0.473","12.8","20.9","0.253","100.9"
"67","201211090ORL","85.7","0.555","10.6","34.9","0.195","124.8","85.7","0.457","19.7","17.5","0.057","79.3"
"68","201211090WAS","97.3","0.551","19.6","18.8","0.192","103.8","97.3","0.462","18.6","23.8","0.244","93.5"
"69","201211090ATL","88.9","0.533","14.4","21.6","0.184","106.9","88.9","0.475","12.9","20","0.148","100.2"
"70","201211090BOS","95.2","0.53","14.8","25","0.232","111.3","95.2","0.513","13.5","18.9","0.289","105"
"71","201211090NYK","98","0.457","18","22","0.247","95.9","98","0.464","8.2","21.2","0.31","106.1"
"72","201211090MEM","89.5","0.467","19.5","26.7","0.184","94.9","89.5","0.404","8","35.3","0.181","103.9"
"73","201211090MIN","88.6","0.47","12.4","27.5","0.179","106.1","88.6","0.514","12.7","16.1","0.343","108.4"
"74","201211090NOH","86","0.524","11.7","35.7","0.145","115.2","86","0.566","8.9","33.3","0.157","124.5"
"75","201211090OKC","90.3","0.448","13.4","34.8","0.184","104.1","90.3","0.592","16.3","24.2","0.296","116.2"
"76","201211090PHO","98","0.539","18.4","23.1","0.286","107.2","98","0.506","15.1","28.6","0.309","109.2"
"77","201211090SAC","95","0.521","19.3","20","0.306","102.1","95","0.368","9.7","26.8","0.209","90.5"
"78","201211090DEN","97.1","0.391","15","25.9","0.184","86.6","97.1","0.467","9.6","29.5","0.196","107.2"
"79","201211090LAL","98.1","0.378","16","23.6","0.14","78.5","98.1","0.444","13.5","32","0.233","102.9"
"80","201211100IND","87.7","0.506","12.8","12.8","0.063","97","87.7","0.469","11.7","28.6","0.175","101.5"
"81","201211100TOR","88.5","0.507","15.2","24.3","0.26","105.1","88.5","0.456","12.2","15.9","0.139","93.8"
"82","201211100CHA","91.1","0.462","17.1","20","0.304","96.5","91.1","0.437","13.7","37.5","0.189","100.5"
"83","201211100CHI","84.9","0.406","10.7","28.3","0.129","94.2","84.9","0.463","13.9","34.1","0.163","102.4"
"84","201211100HOU","93.1","0.444","15.5","24.4","0.138","88","93.1","0.457","13","19","0.256","103.1"
"85","201211100MIL","91","0.479","13.9","20","0.375","105.5","91","0.415","10","32.7","0.216","101.1"
"86","201211100UTA","93.3","0.391","9.6","19.2","0.149","86.9","93.3","0.5","16.9","27","0.205","100.8"
"87","201211100POR","97.2","0.621","20.1","19.4","0.357","115.2","97.2","0.528","13.3","28.6","0.169","112.1"
"88","201211100GSW","91.5","0.403","10.7","35.9","0.142","96.8","91.5","0.426","11.1","23.6","0.137","91.3"
"89","201211110BRK","89.4","0.363","10.7","20.4","0.155","82.8","89.4","0.417","14.4","27.9","0.218","91.7"
"90","201211110LAC","88.9","0.479","21.8","25","0.097","85.5","88.9","0.494","13.2","20.5","0.098","100.2"
"91","201211110MEM","90.8","0.405","12.1","31.9","0.278","94.7","90.8","0.523","13.1","28.2","0.163","114.5"
"92","201211110OKC","95.6","0.452","11.4","21.3","0.193","95.2","95.6","0.596","20.3","13.3","0.26","110.9"
"93","201211110LAL","89.4","0.439","10.3","30.4","0.122","100.6","89.4","0.494","15.3","41.9","0.284","115.2"
"94","201211120PHI","102.3","0.556","20.7","18.2","0.2","102.7","102.3","0.494","14","8.7","0.141","93.9"
"95","201211120TOR","87.7","0.57","13.9","25.6","0.366","121.7","87.7","0.509","12.3","36.4","0.213","115.6"
"96","201211120DET","90.7","0.377","13.3","25.7","0.507","101.4","90.7","0.434","10.4","27.1","0.217","99.2"
"97","201211120CHI","89.3","0.525","8.3","15.8","0.198","113.1","89.3","0.48","12.9","22.2","0.324","106.4"
"98","201211120HOU","92.6","0.562","10.1","31","0.146","122","92.6","0.525","10.4","26.2","0.325","118.7"
"99","201211120DAL","88.8","0.492","17.7","20","0.4","101.4","88.8","0.388","8.1","14.3","0.25","92.4"
"100","201211120PHO","90","0.586","15.2","26.5","0.145","111.1","90","0.495","5.5","30.6","0.181","122.2"
"101","201211120POR","95.9","0.487","15.3","16.2","0.228","99.1","95.9","0.398","17.5","31.4","0.253","90.7"
"102","201211130CHA","90.7","0.327","14.8","32.7","0.25","83.8","90.7","0.417","11.5","28.9","0.346","101.4"
"103","201211130IND","82.2","0.403","13","18.6","0.222","90","82.2","0.353","12.2","27.5","0.253","87.6"
"104","201211130ORL","90.7","0.542","9.2","15.4","0.095","109.2","90.7","0.527","19.5","26.5","0.133","98.1"
"105","201211130BRK","88.9","0.454","10.9","37.2","0.253","113.6","88.9","0.578","12.5","38.7","0.325","128.2"
"106","201211130SAC","85.2","0.583","15.5","32.4","0.264","120.9","85.2","0.474","13.2","23.3","0.169","100.9"
"107","201211130LAL","86.6","0.428","7.8","23.9","0.078","97","86.6","0.459","16.9","32.5","0.189","94.7"
"108","201211140PHI","89.1","0.5","16.4","30.8","0.288","105.4","89.1","0.327","3.9","19.6","0.25","85.3"
"109","201211140BOS","86.6","0.445","11.3","38.3","0.244","107.4","86.6","0.528","9.6","11.8","0.306","113.2"
"110","201211140HOU","90.8","0.452","9.7","21.4","0.238","105.7","90.8","0.513","10.9","19.4","0.225","110.1"
"111","201211140MIL","92.5","0.406","16.9","33.3","0.25","91.9","92.5","0.434","5.6","27.5","0.22","107"
"112","201211140MIN","94","0.476","14.3","20.9","0.107","94.7","94","0.414","14.9","35.8","0.247","92.6"
"113","201211140OKC","89.2","0.511","7.5","28.6","0.129","120","89.2","0.528","15.2","27","0.292","108.8"
"114","201211140DAL","89.5","0.562","15.7","25.7","0.123","112.8","89.5","0.519","12.3","35.9","0.333","119.5"
"115","201211140PHO","88.3","0.534","13.2","32.6","0.205","114.9","88.3","0.429","9.6","39.2","0.152","108.7"
"116","201211140GSW","91.6","0.481","12.3","12.8","0.167","96.1","91.6","0.5","21.9","29.4","0.296","100.4"
"117","201211140LAC","93.8","0.513","17.5","27.5","0.273","106.6","93.8","0.556","17.3","26.5","0.375","114.1"
"118","201211150BRK","86.9","0.513","13.1","29.3","0.267","111.6","86.9","0.471","10.2","36","0.259","117.4"
"119","201211150SAS","90.5","0.517","6.8","22.2","0.174","115","90.5","0.483","9.4","29.5","0.184","110.5"
"120","201211150DEN","85.3","0.552","11.6","15.6","0.169","114.8","85.3","0.455","11.9","46.7","0.148","109"
"121","201211160IND","92.6","0.383","10.7","18.2","0.259","89.6","92.6","0.506","7.6","21.7","0.229","111.2"
"122","201211160PHI","87.6","0.488","11","23.8","0.173","106.1","87.6","0.517","9.9","26.8","0.103","113"
"123","201211160DET","94.6","0.534","12.7","36.8","0.169","116.2","94.6","0.549","13.4","16.7","0.195","112"
"124","201211160MIN","90.9","0.518","13.5","42.5","0.212","116.6","90.9","0.475","11.6","25","0.291","107.8"
"125","201211160NOH","85.4","0.635","13.6","21.9","0.216","128.8","85.4","0.468","10.9","34.1","0.282","111.2"
"126","201211160MEM","85.5","0.549","13.8","30.3","0.222","111.1","85.5","0.52","13.5","33.3","0.342","122.8"
"127","201211160POR","91.2","0.517","15","37.2","0.295","116.2","91.2","0.57","13.2","24.4","0.244","118.2"
"128","201211160SAC","92.4","0.605","14.6","27","0.263","121.2","92.4","0.506","13.3","23.8","0.118","103.9"
"129","201211160LAL","95.1","0.516","13.2","27.9","0.076","107.2","95.1","0.517","9.8","39.5","0.247","119.8"
"130","201211170BOS","88.3","0.486","15.2","23.1","0.3","100.8","88.3","0.605","13.4","21.2","0.197","121.2"
"131","201211170WAS","84.9","0.39","15.3","48.1","0.232","97.7","84.9","0.394","14.2","32","0.106","89.5"
"132","201211170CHA","93.5","0.4","12.8","27.9","0.375","100.5","93.5","0.4","14.1","31.9","0.224","93"
"133","201211170CLE","95","0.581","19.5","24.2","0.23","108.5","95","0.417","9.5","27.7","0.156","100.1"
"134","201211170MIL","94.8","0.597","18","24.2","0.273","119.2","94.8","0.532","9.6","36.4","0.194","123.4"
"135","201211170SAS","95.6","0.526","19","31.6","0.231","104.6","95.6","0.625","12.6","34.1","0.182","131.8"
"136","201211170LAC","87.2","0.348","13.2","40.4","0.202","91.8","87.2","0.527","12","29.4","0.293","115.9"
"137","201211170PHO","93.1","0.592","19.3","12.1","0.183","104.2","93.1","0.462","15.3","22","0.19","94.5"
"138","201211180NYK","87.8","0.451","19.4","21.4","0.169","86.5","87.8","0.406","7.5","28.3","0.167","100.2"
"139","201211180TOR","90.5","0.425","14.4","21.1","0.225","95","90.5","0.519","10","23.8","0.175","107.1"
"140","201211180PHI","84.3","0.387","14.2","36","0.167","93.7","84.3","0.481","11.4","23.1","0.113","102"
"141","201211180SAC","87.1","0.513","10.4","20.6","0.293","113.7","87.1","0.5","16.1","36.6","0.125","103.3"
"142","201211180OKC","93.3","0.555","12.4","21.1","0.22","116.9","93.3","0.584","9.6","27","0.265","127.6"
"143","201211180DET","89.1","0.479","17.6","17.9","0.211","93.1","89.1","0.569","16.1","23.3","0.292","115.6"
"144","201211180POR","92.5","0.52","18.6","20","0.213","101.6","92.5","0.551","15.4","25.6","0.19","110.2"
"145","201211180LAL","99.7","0.539","13.3","25.6","0.122","108.3","99.7","0.594","11.8","22.5","0.212","119.3"
"146","201211190CHA","98.5","0.484","12.5","21.4","0.086","99.5","98.5","0.457","14.4","26.8","0.329","103.6"
"147","201211190WAS","92.3","0.507","19.5","26.7","0.357","104","92.3","0.379","9","26.9","0.264","96.4"
"148","201211190ATL","94.8","0.39","17.7","22.9","0.098","76","94.8","0.41","12.1","20","0.09","85.5"
"149","201211190MEM","86.4","0.475","15.4","50","0.247","112.3","86.4","0.5","16.6","31.6","0.179","106.5"
"150","201211190DAL","93.9","0.456","16.1","34.5","0.242","101.3","93.9","0.488","14.2","14","0.198","97.4"
"151","201211190SAS","91.3","0.476","15.4","37","0.129","100.7","91.3","0.39","12.1","27.1","0.28","95.3"
"152","201211190UTA","97.2","0.39","12.3","26.8","0.279","93.6","97.2","0.451","12.1","29.2","0.207","104.9"
"153","201211200PHI","91.2","0.476","10.4","27.3","0.244","107.4","91.2","0.524","7.9","20","0.2","116.2"
"154","201211200NOH","85.6","0.53","9.9","29.5","0.169","119.1","85.6","0.478","14.2","12.2","0.203","93.4"
"155","201211200LAL","89.7","0.457","12.5","28.6","0.183","100.3","89.7","0.521","11","20","0.26","105.9"
"156","201211210CHA","93.3","0.519","13.6","24.3","0.175","103.9","93.3","0.436","10.9","25","0.267","105"
"157","201211210CLE","88.8","0.384","6.8","21.6","0.198","93.4","88.8","0.483","14.8","34.9","0.105","103.6"
"158","201211210IND","83.7","0.457","8","33.3","0.25","115.8","83.7","0.516","7.1","34.7","0.217","124.5"
"159","201211210ORL","93.9","0.347","12.9","22.8","0.176","78.8","93.9","0.464","13.3","20.5","0.157","95.8"
"160","201211210ATL","89.7","0.466","16.7","41.3","0.191","101","89.7","0.484","11.4","20.4","0.13","102"
"161","201211210BOS","94.7","0.636","16.6","20","0.182","118.2","94.7","0.552","12.4","2.8","0.195","105.6"
"162","201211210MIA","93.7","0.445","8.8","27.6","0.083","102.4","93.7","0.523","13","27.9","0.267","109.2"
"163","201211210OKC","90.7","0.468","11.5","34.7","0.258","110.8","90.7","0.525","16.5","30","0.43","116.8"
"164","201211210HOU","98.1","0.411","11.9","31.4","0.116","90.7","98.1","0.48","20.8","23.8","0.297","94.8"
"165","201211210MIN","94.2","0.5","18.1","33.3","0.278","107.2","94.2","0.438","13","32.7","0.18","99.8"
"166","201211210DAL","94.4","0.604","13.9","13.9","0.234","117.6","94.4","0.571","12.1","25.6","0.2","120.8"
"167","201211210PHO","90","0.435","18.4","31.7","0.26","96.6","90","0.643","13.3","26.9","0.195","126.6"
"168","201211210SAC","95.2","0.538","19.6","15.8","0.415","101.9","95.2","0.586","15","25","0.222","118.7"
"169","201211210GSW","83","0.494","8.2","31.1","0.133","112","83","0.58","15.3","36.4","0.2","122.9"
"170","201211230CHA","97","0.609","20","19.4","0.077","104.1","97","0.422","12.1","17.1","0.253","93.8"
"171","201211230ORL","90.1","0.471","11.5","41.5","0.253","115.4","90.1","0.569","16.9","36.4","0.213","119.8"
"172","201211230BOS","95.2","0.506","15.2","22.2","0.253","105","95.2","0.544","14.2","20","0.263","113.4"
"173","201211230BRK","81.8","0.431","18.1","41.5","0.194","92.9","81.8","0.5","15.6","28.2","0.178","105.2"
"174","201211230DET","87.3","0.449","11","22.5","0.256","103.1","87.3","0.487","13.5","34.9","0.192","104.2"
"175","201211230HOU","99.6","0.529","14","13.6","0.14","103.4","99.6","0.596","12.1","31.4","0.281","131.5"
"176","201211230IND","92.9","0.506","9.7","16.7","0.241","112","92.9","0.451","11.4","38","0.152","104.4"
"177","201211230MEM","86.7","0.527","17.6","29.7","0.27","113","86.7","0.547","14.5","43.3","0.32","122.3"
"178","201211230DEN","93.4","0.481","13.7","22.2","0.175","97.5","93.4","0.506","10.2","22.9","0.202","109.3"
"179","201211230PHO","86.9","0.596","17.3","19.4","0.192","112.5","86.9","0.55","9.2","22.2","0.133","115.6"
"180","201211230UTA","89.1","0.563","13","18.8","0.15","114.5","89.1","0.452","10.1","40.5","0.349","116.7"
"181","201211230POR","89.3","0.429","12.9","38.6","0.359","106.4","89.3","0.609","12.3","16.7","0.103","115.4"
"182","201211240ATL","92.8","0.48","14","18.4","0.28","100.2","92.8","0.553","17.2","21.1","0.28","112.1"
"183","201211240PHI","86.9","0.477","10.3","36.7","0.364","120.9","86.9","0.533","13.2","33.3","0.132","113.6"
"184","201211240WAS","88.6","0.482","14.7","12.5","0.337","100.9","88.6","0.398","14.7","34","0.344","99.1"
"185","201211240MIA","91","0.532","9.7","25","0.304","118.7","91","0.587","17.4","29","0.42","120.9"
"186","201211240DAL","104","0.561","16.4","26.8","0.28","110.5","104","0.424","13","15.3","0.12","85.5"
"187","201211240MIL","87.9","0.415","14.6","40","0.305","105.8","87.9","0.449","8.9","22.7","0.08","97.8"
"188","201211240SAC","86.4","0.475","15.6","42.5","0.278","112.2","86.4","0.581","13.7","40","0.297","124.9"
"189","201211240GSW","88.7","0.413","9.6","23.9","0.163","95.8","88.7","0.462","12.5","31.7","0.308","108.2"
"190","201211250NYK","92.4","0.532","17.8","27","0.218","108.2","92.4","0.589","10.6","26.3","0.354","131"
"191","201211250TOR","92.7","0.466","9","13.7","0.146","99.1","92.7","0.391","9.1","27.4","0.182","94.6"
"192","201211250BRK","89","0.481","16","22.5","0.128","95.5","89","0.451","10.6","40.5","0.163","110.1"
"193","201211250ORL","95","0.481","11.7","34.7","0.143","110.6","95","0.517","15.5","22.7","0.189","104.9"
"194","201211250PHI","91.2","0.494","11.6","25","0.229","110.8","91.2","0.537","8.1","15.8","0.21","114.1"
"195","201211250DEN","88.4","0.424","13","31.9","0.141","95.1","88.4","0.567","14.3","26.5","0.227","115.4"
"196","201211260BRK","81.3","0.424","12.8","34.7","0.2","99.2","81.3","0.456","10.8","35.3","0.143","107"
"197","201211260WAS","90.7","0.644","14.5","28.6","0.188","130.1","90.7","0.433","9.3","31.3","0.156","101.4"
"198","201211260DET","91.4","0.459","10","32.7","0.271","110.5","91.4","0.581","15.1","32.4","0.188","118.1"
"199","201211260CHI","86.3","0.476","11.4","33.3","0.141","107.8","86.3","0.469","14.5","37.8","0.213","106.6"
"200","201211260MEM","80.5","0.434","16.2","37.8","0.158","96.9","80.5","0.493","15.1","27","0.197","104.4"
"201","201211260OKC","88.9","0.329","11","19.6","0.215","77.6","88.9","0.596","13.7","25.7","0.269","128.3"
"202","201211260UTA","88.1","0.582","16.3","41.9","0.247","116.9","88.1","0.513","11.4","34.2","0.321","119.2"
"203","201211260LAC","87.2","0.613","15.6","22.6","0.254","120.4","87.2","0.582","14.3","21.6","0.076","112.4"
"204","201211270CLE","93.1","0.506","14.7","18.4","0.139","97.8","93.1","0.369","16.1","30.4","0.19","83.8"
"205","201211270PHI","92.1","0.488","14.2","25","0.235","106.4","92.1","0.507","16","31.7","0.32","108.5"
"206","201211270HOU","94","0.535","14.9","25","0.105","107.5","94","0.608","13.2","30","0.193","124.5"
"207","201211270SAC","93.4","0.494","15.8","30","0.181","103.9","93.4","0.476","12.6","17","0.107","95.3"
"208","201211270LAL","96.7","0.392","15.8","19.6","0.215","81.7","96.7","0.355","16.7","27.3","0.303","79.7"
"209","201211280ORL","94.7","0.589","15","22.2","0.131","116.1","94.7","0.442","14","36.7","0.053","93.9"
"210","201211280WAS","84.1","0.407","10.5","34.6","0.14","97.5","84.1","0.472","16.8","22.9","0.239","99.8"
"211","201211280ATL","88.8","0.474","15.7","23.7","0.25","102.5","88.8","0.467","8.5","29.4","0.111","105.9"
"212","201211280BOS","91","0.463","12.9","34.7","0.232","104.4","91","0.433","16.6","19.5","0.24","91.2"
"213","201211280DET","93.1","0.378","17.3","27.1","0.183","82.7","93.1","0.605","11.6","23.5","0.329","125.6"
"214","201211280CHI","88.7","0.37","13.5","24.4","0.222","87.9","88.7","0.536","18.5","34.5","0.391","113.9"
"215","201211280MEM","90.7","0.426","16.7","17.1","0.257","90.4","90.7","0.525","11.5","31.6","0.238","113.6"
"216","201211280MIL","90","0.555","14.3","20.5","0.288","113.3","90","0.493","17.3","14.3","0.236","97.7"
"217","201211280NOH","88.1","0.54","16.7","18.8","0.444","109","88.1","0.459","18.8","26.7","0.233","95.3"
"218","201211280OKC","94.9","0.46","13.8","34","0.207","103.2","94.9","0.592","13.4","40.5","0.195","126.4"
"219","201211280LAC","88.8","0.415","15.6","46.7","0.329","107","88.8","0.481","9.8","26.2","0.284","113.7"
"220","201211290MIA","95.8","0.513","17.3","26.8","0.225","104.4","95.8","0.517","9.6","17.1","0.186","109.6"
"221","201211290GSW","97.1","0.512","13.7","22.7","0.226","108.1","97.1","0.558","14.9","23.1","0.116","109.1"
"222","201211300CHA","85.1","0.558","10","31.7","0.093","122.2","85.1","0.518","9.9","33.3","0.145","115.1"
"223","201211300ORL","83.3","0.524","7.3","28.2","0.133","117.7","83.3","0.455","9.4","21.1","0.192","103.3"
"224","201211300TOR","92.6","0.519","14.1","11.4","0.221","104.7","92.6","0.531","12.5","25","0.185","109"
"225","201211300ATL","90.3","0.541","16","50","0.247","125.1","90.3","0.564","11.5","24.4","0.295","122.9"
"226","201211300BOS","93.4","0.37","19.8","24.4","0.391","83.5","93.4","0.534","18.8","15.6","0.247","102.7"
"227","201211300NYK","90.2","0.481","16.3","31","0.154","96.5","90.2","0.605","8.4","9.4","0.123","119.8"
"228","201211300MEM","90.7","0.431","21.4","28.2","0.222","86","90.7","0.424","11.3","23.9","0.212","99.2"
"229","201211300MIN","94.8","0.392","9.9","24.5","0.129","89.7","94.8","0.437","13.2","32","0.218","100.2"
"230","201211300OKC","91.5","0.451","15.6","40.4","0.12","102.7","91.5","0.547","19","45.7","0.32","115.8"
"231","201211300SAC","88.7","0.488","8.8","22.7","0.165","109.3","88.7","0.467","12.2","20.5","0.293","103.7"
"232","201211300LAL","94","0.512","13.6","29.5","0.174","109.6","94","0.638","13.7","37.5","0.126","129.8"
"233","201212010CLE","85.3","0.537","11.9","26.7","0.181","114.5","85.3","0.5","12.8","34.1","0.182","113.5"
"234","201212010MIA","89.7","0.48","17.2","25","0.227","99.2","89.7","0.558","10.4","21.6","0.192","113.7"
"235","201212010CHI","88.5","0.457","10.9","22.4","0.159","99.4","88.5","0.494","12.6","31.6","0.16","105.1"
"236","201212010HOU","98","0.569","12.4","30","0.096","118.3","98","0.62","14.5","27.8","0.253","126.5"
"237","201212010NOH","86.7","0.551","13.9","28.9","0.165","115.3","86.7","0.407","14.4","32","0.16","91.1"
"238","201212010MIL","91.4","0.451","15.2","25","0.171","96.2","91.4","0.481","13.8","22","0.19","99.5"
"239","201212010SAS","92","0.384","14.9","34","0.192","93.5","92","0.455","13.8","27.7","0.202","97.5"
"240","201212010DAL","91.7","0.371","13.9","29.4","0.165","83.9","91.7","0.468","11.9","26","0.054","100.3"
"241","201212010GSW","90.5","0.514","16.2","21.1","0.216","101.7","90.5","0.531","16.1","28.2","0.225","113.9"
"242","201212010LAC","88.6","0.441","16.8","23.3","0.184","91.5","88.6","0.616","5.1","21.1","0.116","131"
"243","201212020NYK","89.3","0.538","16.1","28.9","0.163","110.9","89.3","0.511","6.7","32","0.156","118.7"
"244","201212020LAL","100.1","0.547","11.2","12.8","0.221","112.9","100.1","0.453","9.6","23.5","0.291","102.9"
